date,Symbol,GICS Sector,date_plus_28,date_plus_7,date_plus_1,Price,price_plus_28,price_plus_7,price_plus_1,return_28,return_7,return_1,rating_28,rating_7,rating_1,predict_return_1_logReg
5/6/2020,FLIR,Information Technology,6/3/2020,5/13/2020,5/7/2020,45.40999985,47.31000137,45.25,47.90000153,0.041841038,-0.00352345,0.054833774,buy,hold,buy,hold
2/27/2020,FLIR,Information Technology,3/26/2020,3/5/2020,2/28/2020,44.43000031,33.77000046,39.97999954,42.47000122,-0.239927972,-0.100157568,-0.044114316,sell,sell,sell,hold
10/31/2019,FLIR,Information Technology,11/28/2019,11/7/2019,11/1/2019,51.56000137,53.56000137,52.97000122,53.29999924,0.038789758,0.027346777,0.033747048,buy,hold,buy,hold
7/24/2019,FLIR,Information Technology,8/21/2019,7/31/2019,7/25/2019,52.04000092,47.88999939,49.65999985,50.20000076,-0.079746377,-0.04573407,-0.03535742,sell,sell,sell,hold
4/24/2019,FLIR,Information Technology,5/22/2019,5/1/2019,4/25/2019,53.41999817,50.99000168,52.99000168,52.02999878,-0.045488517,-0.008049354,-0.026020207,sell,hold,hold,hold
11/6/2020,FLS,Industrials,12/4/2020,11/13/2020,11/7/2020,28.64999962,35.58000183,32.54000092,32.15000153,0.241884897,0.135776661,0.122164117,buy,buy,buy,hold
7/31/2020,FLS,Industrials,8/28/2020,8/7/2020,8/1/2020,27.87000084,30.53000069,29.95999908,28.12999916,0.09544312,0.074990965,0.009328967,buy,buy,hold,hold
5/8/2020,FLS,Industrials,6/5/2020,5/15/2020,5/9/2020,26.78000069,31.59000015,22.44000053,25.01000023,0.179611626,-0.162061241,-0.066094115,buy,sell,sell,hold
2/18/2020,FLS,Industrials,3/17/2020,2/25/2020,2/19/2020,45.97999954,22.46999931,41.74000168,45.54000092,-0.511309275,-0.092213961,-0.009569348,sell,sell,hold,hold
10/31/2019,FLS,Industrials,11/28/2019,11/7/2019,11/1/2019,48.84000015,48.70000076,48.97000122,49.13000107,-0.00286649,0.002661775,0.005937775,hold,hold,hold,hold
8/1/2019,FLS,Industrials,8/29/2019,8/8/2019,8/2/2019,45.40999985,42.11999893,45.13000107,45.20999908,-0.072451022,-0.006166016,-0.004404333,sell,hold,hold,hold
5/3/2019,FLS,Industrials,5/31/2019,5/10/2019,5/4/2019,52,46.45000076,49.75,50.93999863,-0.106730755,-0.043269231,-0.020384642,sell,sell,hold,hold
2/21/2019,FLS,Industrials,3/21/2019,2/28/2019,2/22/2019,46.36000061,45.79999924,44.40999985,46.56000137,-0.012079408,-0.042062138,0.00431408,hold,sell,hold,hold
11/8/2018,FLS,Industrials,12/6/2018,11/15/2018,11/9/2018,53,46,49.20999908,50.22000122,-0.132075472,-0.071509451,-0.052452807,sell,sell,sell,hold
11/3/2020,FMC,Materials,12/1/2020,11/10/2020,11/4/2020,104.6500015,118.9300003,109.3499985,104.8700027,0.136454836,0.04491158,0.002102257,buy,buy,hold,hold
11/3/2020,FMC,Materials,12/1/2020,11/10/2020,11/4/2020,104.6500015,118.9300003,109.3499985,104.8700027,0.136454836,0.04491158,0.002102257,buy,buy,hold,hold
8/5/2020,FMC,Materials,9/2/2020,8/12/2020,8/6/2020,107.0100021,112.2600021,109.4599991,108.25,0.049060834,0.022895028,0.011587682,buy,hold,hold,hold
5/6/2020,FMC,Materials,6/3/2020,5/13/2020,5/7/2020,91.98000336,101.9100037,88.76999664,94.11000061,0.107958251,-0.034898963,0.023157177,buy,sell,hold,hold
2/6/2020,FMC,Materials,3/5/2020,2/13/2020,2/7/2020,107.9199982,94.83000183,105.4300003,105.1399994,-0.121293519,-0.023072627,-0.025759811,sell,hold,hold,hold
10/30/2019,FMC,Materials,11/27/2019,11/6/2019,10/31/2019,90.97000122,98.77999878,97.51999664,91.5,0.085852451,0.072001708,0.005826083,buy,buy,hold,hold
7/31/2019,FMC,Materials,8/28/2019,8/7/2019,8/1/2019,86.41999817,84.05000305,84.90000153,85.05999756,-0.027424151,-0.017588483,-0.015737105,hold,hold,hold,hold
5/7/2019,FMC,Materials,6/4/2019,5/14/2019,5/8/2019,78.51000214,78.13999939,75.12999725,78.95999908,-0.00471281,-0.043051902,0.005731715,hold,sell,hold,hold
2/12/2019,FMC,Materials,3/12/2019,2/19/2019,2/13/2019,71.3443222,78.47000122,75.01300812,73.10494232,0.09987731,0.051422255,0.024677789,buy,buy,hold,hold
11/6/2018,FMC,Materials,12/4/2018,11/13/2018,11/7/2018,72.53252411,72.17693329,70.45967102,72.80138397,-0.004902502,-0.028578257,0.003706749,hold,hold,hold,hold
10/29/2020,F,Consumer Discretionary,11/26/2020,11/5/2020,10/30/2020,7.900000095,9.090000153,7.989999771,7.730000019,0.150632917,0.011392364,-0.021518997,buy,hold,hold,hold
7/31/2020,F,Consumer Discretionary,8/28/2020,8/7/2020,8/1/2020,6.610000134,6.940000057,6.860000134,6.690000057,0.049924344,0.037821482,0.012102863,buy,buy,hold,hold
10/29/2020,FTNT,Information Technology,11/26/2020,11/5/2020,10/30/2020,118,123.7900009,119.5100021,110.3700027,0.049067804,0.012796628,-0.064660994,buy,hold,sell,hold
8/6/2020,FTNT,Information Technology,9/3/2020,8/13/2020,8/7/2020,139.5099945,120.6999969,127.4400024,131,-0.134829032,-0.086517042,-0.060999175,sell,sell,sell,hold
5/11/2020,FTNT,Information Technology,6/8/2020,5/18/2020,5/12/2020,140.4600067,137.5099945,144.6699982,138.3899994,-0.021002507,0.029972884,-0.014737343,hold,hold,hold,hold
2/7/2020,FTNT,Information Technology,3/6/2020,2/14/2020,2/8/2020,117.1100006,99.5,119.1900024,118.7300034,-0.15037145,0.017761095,0.013833172,sell,hold,hold,hold
11/1/2019,FTNT,Information Technology,11/29/2019,11/8/2019,11/2/2019,90.12999725,105.1100006,96.23000336,91.88999939,0.166204414,0.067680088,0.019527374,buy,buy,hold,hold
8/2/2019,FTNT,Information Technology,8/30/2019,8/9/2019,8/3/2019,86.05000305,79.18000031,83.52999878,80.86000061,-0.079837333,-0.029285348,-0.060313797,sell,hold,sell,hold
5/2/2019,FTNT,Information Technology,5/30/2019,5/9/2019,5/3/2019,91.51000214,76.05000305,81.80999756,85.95999908,-0.168943271,-0.105999392,-0.060649141,sell,sell,sell,hold
2/6/2019,FTNT,Information Technology,3/6/2019,2/13/2019,2/7/2019,81.22000122,82.90000153,82.41999817,79.36000061,0.020684564,0.014774648,-0.022900771,hold,hold,hold,sell
11/1/2018,FTNT,Information Technology,11/29/2018,11/8/2018,11/2/2018,83.69000244,73.90000153,77.91000366,72.55999756,-0.116979336,-0.069064388,-0.132990854,sell,sell,sell,hold
8/1/2018,FTNT,Information Technology,8/29/2018,8/8/2018,8/2/2018,64.59999847,82.51000214,73.05000305,73.76000214,0.277244645,0.130805028,0.141795726,buy,buy,buy,hold
10/28/2020,FTV,Industrials,11/25/2020,11/4/2020,10/29/2020,61.81000137,71.87000275,64.62000275,62.27000046,0.162756854,0.045461921,0.007442146,buy,buy,hold,hold
7/29/2020,FTV,Industrials,8/26/2020,8/5/2020,7/30/2020,61.58995819,59.41422653,58.59414291,60.38493729,-0.035326078,-0.048641294,-0.019565217,sell,sell,hold,hold
5/1/2020,FTV,Industrials,5/29/2020,5/8/2020,5/2/2020,50.8368187,51.02928925,49.59832764,51.04602432,0.003786046,-0.024362088,0.004115238,hold,hold,hold,hold
2/6/2020,FTV,Industrials,3/5/2020,2/13/2020,2/7/2020,65.12970734,57.03765869,64.63598633,66.12552643,-0.124245125,-0.007580581,0.015289783,sell,hold,hold,hold
10/24/2019,FTV,Industrials,11/21/2019,10/31/2019,10/25/2019,59.84100342,59.35564804,57.74058533,57.2050209,-0.008110749,-0.035099981,-0.044049771,hold,sell,sell,hold
7/25/2019,FTV,Industrials,8/22/2019,8/1/2019,7/26/2019,68.45188141,58.36820221,61.7154808,65.64853668,-0.147310476,-0.098410744,-0.040953509,sell,sell,sell,hold
4/26/2019,FTV,Industrials,5/24/2019,5/3/2019,4/27/2019,71.32217407,65.30544281,72.44351196,71.84100342,-0.084359897,0.01572215,0.007274447,sell,hold,hold,hold
10/28/2020,FBHS,Industrials,11/25/2020,11/4/2020,10/29/2020,81.41000366,84.86000061,87.79000092,81.87999725,0.042378047,0.078368714,0.005773168,buy,buy,hold,hold
7/29/2020,FBHS,Industrials,8/26/2020,8/5/2020,7/30/2020,75.94999695,85.66999817,78.44000244,76.98999786,0.127978955,0.0327848,0.013693232,buy,buy,hold,hold
5/1/2020,FBHS,Industrials,5/29/2020,5/8/2020,5/2/2020,51.5,60.95999908,56.09000015,51.11000061,0.183689303,0.089126217,-0.007572804,buy,buy,hold,hold
1/29/2020,FBHS,Industrials,2/26/2020,2/5/2020,1/30/2020,67.26000214,64.83000183,72.05999756,71.01000214,-0.03612846,0.071364782,0.055753789,sell,buy,buy,hold
10/24/2019,FBHS,Industrials,11/21/2019,10/31/2019,10/25/2019,60.77000046,62.56000137,60.04999924,60.36000061,0.029455338,-0.011847971,-0.006746747,hold,hold,hold,hold
8/1/2019,FBHS,Industrials,8/29/2019,8/8/2019,8/2/2019,52.93000031,50.88999939,53.04000092,51.65999985,-0.038541487,0.002078228,-0.023993963,sell,hold,hold,hold
4/24/2019,FBHS,Industrials,5/22/2019,5/1/2019,4/25/2019,49.84999847,52.72999954,52.75999832,52.04999924,0.057773343,0.058375124,0.044132414,buy,buy,buy,hold
1/31/2019,FBHS,Industrials,2/28/2019,2/7/2019,2/1/2019,45.29999924,47.11999893,44.75,44.90000153,0.040176594,-0.012141264,-0.008829972,buy,hold,hold,hold
10/25/2018,FBHS,Industrials,11/22/2018,11/1/2018,10/26/2018,46.77000046,43.20000076,46.93000031,41.58000183,-0.076330974,0.003420993,-0.110968539,sell,hold,sell,hold
7/26/2018,FBHS,Industrials,8/23/2018,8/2/2018,7/27/2018,53.97000122,54.16999817,57.5,57.33000183,0.003705706,0.065406683,0.062256819,hold,buy,buy,hold
4/27/2018,FBHS,Industrials,5/25/2018,5/4/2018,4/28/2018,56.88000107,57.5,55.36000061,54.68999863,0.010900122,-0.026722933,-0.038502152,hold,hold,sell,hold
2/1/2018,FBHS,Industrials,3/1/2018,2/8/2018,2/2/2018,69.81999969,59.90000153,62.43999863,64.90000153,-0.142079608,-0.105700388,-0.070466889,sell,sell,sell,hold
10/25/2017,FBHS,Industrials,11/22/2017,11/1/2017,10/26/2017,66.87999725,64.84999847,65.19999695,68.34999847,-0.030352854,-0.025119623,0.021979684,sell,hold,hold,hold
8/2/2017,FBHS,Industrials,8/30/2017,8/9/2017,8/3/2017,66.25,62.00999832,63.86999893,65.04000092,-0.064000025,-0.035924544,-0.018264137,sell,sell,hold,hold
4/26/2017,FBHS,Industrials,5/24/2017,5/3/2017,4/27/2017,65.59999847,63.11999893,63.18999863,64.19000244,-0.037804872,-0.036737803,-0.021493842,sell,sell,hold,hold
1/31/2017,FBHS,Industrials,2/28/2017,2/7/2017,2/1/2017,55.13000107,57.83000183,55.81999969,56.29999924,0.048975163,0.012515846,0.021222531,buy,hold,hold,hold
10/26/2016,FBHS,Industrials,11/23/2016,11/2/2016,10/27/2016,53.15999985,57.08000183,53.13999939,54.02000046,0.073739691,-0.000376231,0.016177589,buy,hold,hold,hold
7/27/2016,FBHS,Industrials,8/24/2016,8/3/2016,7/28/2016,61.75999832,63.09999847,63.43999863,63.84000015,0.021696894,0.027202078,0.033678787,hold,hold,buy,hold
4/20/2016,FBHS,Industrials,5/18/2016,4/27/2016,4/21/2016,59.06000137,56.56999969,56.93000031,57.95000076,-0.042160542,-0.036065036,-0.018794456,sell,sell,hold,hold
11/3/2020,FOXA,Communication Services,12/1/2020,11/10/2020,11/4/2020,27.04000092,30.13999939,26.85000038,25.62999916,0.11464491,-0.007026647,-0.052145034,buy,hold,sell,hold
8/4/2020,FOXA,Communication Services,9/1/2020,8/11/2020,8/5/2020,26.67000008,27.44000053,24.65999985,24.72500038,0.028871408,-0.075365588,-0.072928372,hold,sell,sell,hold
5/6/2020,FOXA,Communication Services,6/3/2020,5/13/2020,5/7/2020,24.80999947,30.77000046,24.52000046,25.25,0.240225761,-0.011688795,0.017734806,buy,hold,hold,hold
2/5/2020,FOXA,Communication Services,3/4/2020,2/12/2020,2/6/2020,38.66999817,30.93000031,37.66999817,37.11000061,-0.200155113,-0.025859841,-0.040341289,sell,hold,sell,hold
11/6/2019,FOXA,Communication Services,12/4/2019,11/13/2019,11/7/2019,33.09999847,35.5,34.25999832,34.93999863,0.072507602,0.035045314,0.055589131,buy,buy,buy,hold
8/7/2019,FOXA,Communication Services,9/4/2019,8/14/2019,8/8/2019,37.04000092,33.56000137,33.68999863,35.13000107,-0.093952469,-0.090442824,-0.051565869,sell,sell,sell,hold
8/9/2018,FOXA,Communication Services,9/6/2018,8/16/2018,8/10/2018,,,,,,,,hold,hold,hold,hold
5/12/2018,FOXA,Communication Services,6/9/2018,5/19/2018,5/13/2018,,,,,,,,hold,hold,hold,hold
8/9/2017,FOXA,Communication Services,9/6/2017,8/16/2017,8/10/2017,,,,,,,,hold,hold,hold,hold
5/10/2017,FOXA,Communication Services,6/7/2017,5/17/2017,5/11/2017,,,,,,,,hold,hold,hold,hold
2/6/2017,FOXA,Communication Services,3/6/2017,2/13/2017,2/7/2017,,,,,,,,hold,hold,hold,hold
11/2/2016,FOXA,Communication Services,11/30/2016,11/9/2016,11/3/2016,,,,,,,,hold,hold,hold,hold
8/4/2016,FOXA,Communication Services,9/1/2016,8/11/2016,8/5/2016,,,,,,,,hold,hold,hold,hold
5/4/2016,FOXA,Communication Services,6/1/2016,5/11/2016,5/5/2016,,,,,,,,hold,hold,hold,hold
2/8/2016,FOXA,Communication Services,3/7/2016,2/15/2016,2/9/2016,,,,,,,,hold,hold,hold,hold
11/4/2015,FOXA,Communication Services,12/2/2015,11/11/2015,11/5/2015,,,,,,,,hold,hold,hold,hold
2/5/2015,FOXA,Communication Services,3/5/2015,2/12/2015,2/6/2015,,,,,,,,hold,hold,hold,hold
11/3/2020,FOX,Communication Services,12/1/2020,11/10/2020,11/4/2020,26.70000076,29.70000076,26.70000076,25.43000031,0.112359547,0,-0.047565559,buy,hold,sell,hold
8/4/2020,FOX,Communication Services,9/1/2020,8/11/2020,8/5/2020,26.70999908,27.48999977,24.94000053,24.85000038,0.029202573,-0.066267264,-0.069636794,hold,sell,sell,hold
5/6/2020,FOX,Communication Services,6/3/2020,5/13/2020,5/7/2020,24.61000061,30.21999931,24.05999947,25.01000023,0.227956057,-0.022348685,0.01625354,buy,hold,hold,hold
2/5/2020,FOX,Communication Services,3/4/2020,2/12/2020,2/6/2020,37.93000031,30.67000008,37.15999985,36.5,-0.191405225,-0.020300566,-0.037701036,sell,hold,sell,hold
8/6/2015,FOX,Communication Services,9/3/2015,8/13/2015,8/7/2015,,,,,,,,hold,hold,hold,hold
5/6/2015,FOX,Communication Services,6/3/2015,5/13/2015,5/7/2015,,,,,,,,hold,hold,hold,hold
10/27/2020,BEN,Financials,11/24/2020,11/3/2020,10/28/2020,19.72999954,22.37000084,20.01000023,18.63999939,0.133806455,0.014191622,-0.055245828,buy,hold,sell,hold
7/28/2020,BEN,Financials,8/25/2020,8/4/2020,7/29/2020,20.55999947,21.45999908,21.20999908,21.12000084,0.043774302,0.031614768,0.027237422,buy,buy,hold,hold
4/30/2020,BEN,Financials,5/28/2020,5/7/2020,5/1/2020,18.84000015,18.90999985,18.13999939,18.03000069,0.003715483,-0.03715503,-0.042993602,hold,sell,sell,hold
1/30/2020,BEN,Financials,2/27/2020,2/6/2020,1/31/2020,26.20999908,22.63999939,26.07999992,25.29999924,-0.136207547,-0.004959907,-0.034719568,sell,hold,sell,hold
7/30/2019,BEN,Financials,8/27/2019,8/6/2019,7/31/2019,33.83000183,25.95000076,30.71999931,32.63000107,-0.232929372,-0.091930309,-0.035471496,sell,sell,sell,hold
4/26/2019,BEN,Financials,5/24/2019,5/3/2019,4/27/2019,35.11000061,33.27999878,34.65000153,34.18000031,-0.052121954,-0.013101654,-0.026488188,sell,hold,hold,hold
1/30/2019,BEN,Financials,2/27/2019,2/6/2019,1/31/2019,29.09000015,32.77000046,30.32999992,29.61000061,0.126503963,0.042626324,0.017875574,buy,buy,hold,hold
10/25/2018,BEN,Financials,11/22/2018,11/1/2018,10/26/2018,29.34000015,32.58000183,31,29.30999947,0.110429504,0.056578045,-0.001022518,buy,buy,hold,hold
7/27/2018,BEN,Financials,8/24/2018,8/3/2018,7/28/2018,32.45000076,32.68000031,32.29999924,34.31000137,0.007087813,-0.004622543,0.05731897,hold,hold,buy,hold
4/26/2018,BEN,Financials,5/24/2018,5/3/2018,4/27/2018,33.77999878,33.91999817,32.34999847,34.27999878,0.004144446,-0.042332752,0.014801658,hold,sell,hold,hold
1/30/2018,BEN,Financials,2/27/2018,2/6/2018,1/31/2018,42.72000122,39.15999985,39.72000122,42.40999985,-0.083333363,-0.070224717,-0.007256586,sell,sell,hold,hold
12/2/2020,FCX,Materials,12/30/2020,12/9/2020,12/3/2020,24.07999992,26.53000069,24.45999908,24.38999939,0.101744218,0.015780696,0.012873732,buy,hold,hold,hold
10/22/2020,FCX,Materials,11/19/2020,10/29/2020,10/23/2020,18.35000038,21.11000061,17.47999954,18.36000061,0.150408729,-0.047411489,0.000544972,buy,sell,hold,hold
7/23/2020,FCX,Materials,8/20/2020,7/30/2020,7/24/2020,13.31999969,14.69999981,12.93999958,13.11999989,0.103603615,-0.028528538,-0.015015001,buy,hold,hold,hold
4/24/2020,FCX,Materials,5/22/2020,5/1/2020,4/25/2020,8.479999542,8.739999771,8.460000038,8.850000381,0.030660406,-0.002358432,0.043632177,buy,hold,buy,hold
1/23/2020,FCX,Materials,2/20/2020,1/30/2020,1/24/2020,11.97000027,12.07999992,11.31999969,11.84000015,0.009189612,-0.054302469,-0.010860494,hold,sell,hold,hold
10/23/2019,FCX,Materials,11/20/2019,10/30/2019,10/24/2019,10.13000011,11.02999973,10.13000011,9.590000153,0.088844976,0,-0.053307005,buy,hold,sell,hold
7/24/2019,FCX,Materials,8/21/2019,7/31/2019,7/25/2019,11.93999958,9.140000343,11.06000042,11.42000008,-0.234505807,-0.073701775,-0.043551049,sell,sell,sell,hold
4/25/2019,FCX,Materials,5/23/2019,5/2/2019,4/26/2019,12.21000004,9.949999809,11.51000023,12.5,-0.185094203,-0.057330042,0.023751021,sell,sell,hold,hold
1/24/2019,FCX,Materials,2/21/2019,1/31/2019,1/25/2019,10.69999981,13.02000046,11.64000034,11.23999977,0.216822494,0.087850519,0.050467287,buy,buy,buy,hold
11/25/2020,GPS,Consumer Discretionary,12/23/2020,12/2/2020,11/26/2020,21.60000038,20.70000076,20.92000008,21.75,-0.041666648,-0.031481495,0.006944427,sell,sell,hold,hold
8/28/2020,GPS,Consumer Discretionary,9/25/2020,9/4/2020,8/29/2020,17.54000092,16.29000092,17.52000046,17.38999939,-0.071265675,-0.001140277,-0.008551968,sell,hold,hold,hold
6/5/2020,GPS,Consumer Discretionary,7/3/2020,6/12/2020,6/6/2020,12.31000042,,10.53999996,13.64999962,,-0.143785572,0.108854521,hold,sell,buy,hold
3/12/2020,GPS,Consumer Discretionary,4/9/2020,3/19/2020,3/13/2020,10.06999969,9.090000153,8.069999695,10.81000042,-0.097318726,-0.198609738,0.073485675,sell,sell,buy,hold
11/21/2019,GPS,Consumer Discretionary,12/19/2019,11/28/2019,11/22/2019,16.21999931,17.79999924,16.61000061,16.94000053,0.097410604,0.024044471,0.04438972,buy,hold,buy,hold
8/22/2019,GPS,Consumer Discretionary,9/19/2019,8/29/2019,8/23/2019,17.75,17.54000092,15.90999985,16.92000008,-0.011830934,-0.10366198,-0.046760559,hold,sell,sell,hold
5/30/2019,GPS,Consumer Discretionary,6/27/2019,6/6/2019,5/31/2019,20.60000038,17.71999931,17.97999954,18.68000031,-0.139805875,-0.127184504,-0.093203885,sell,sell,sell,hold
3/1/2019,GPS,Consumer Discretionary,3/29/2019,3/8/2019,3/2/2019,29.51000023,26.18000031,25.93000031,27.73999977,-0.112843101,-0.121314805,-0.059979683,sell,sell,sell,hold
11/20/2018,GPS,Consumer Discretionary,12/18/2018,11/27/2018,11/21/2018,24.65999985,25.55999947,26.46999931,25.80999947,0.036496335,0.073398195,0.04663421,buy,buy,buy,hold
8/23/2018,GPS,Consumer Discretionary,9/20/2018,8/30/2018,8/24/2018,32.43999863,27.47999954,30.14999962,29.64999962,-0.152897635,-0.070591834,-0.086004905,sell,sell,sell,hold
5/24/2018,GPS,Consumer Discretionary,6/21/2018,5/31/2018,5/25/2018,32.95000076,33.75,27.97999954,28.14999962,0.024279187,-0.150834631,-0.145675297,hold,sell,sell,hold
3/1/2018,GPS,Consumer Discretionary,3/29/2018,3/8/2018,3/2/2018,31.70000076,31.20000076,32.59999847,34.18000031,-0.01577287,0.028391094,0.078233422,hold,hold,buy,hold
10/28/2020,GRMN,Consumer Discretionary,11/25/2020,11/4/2020,10/29/2020,97.56999969,116.3700027,111.2600021,100.7300034,0.192682209,0.140309547,0.032387042,buy,buy,buy,hold
7/29/2020,GRMN,Consumer Discretionary,8/26/2020,8/5/2020,7/30/2020,98.77999878,104.6699982,102.3600006,100.0100021,0.05962745,0.036242173,0.012451947,buy,buy,hold,hold
4/29/2020,GRMN,Consumer Discretionary,5/27/2020,5/6/2020,4/30/2020,82.91000366,88.12999725,78.73000336,81.16000366,0.062959756,-0.050416115,-0.021107224,buy,sell,hold,hold
2/19/2020,GRMN,Consumer Discretionary,3/18/2020,2/26/2020,2/20/2020,103.6699982,71.70999908,90.37999725,99.80999756,-0.308285904,-0.128195246,-0.037233536,sell,sell,sell,hold
10/30/2019,GRMN,Consumer Discretionary,11/27/2019,11/6/2019,10/31/2019,96.34999847,98.13999939,93.22000122,93.75,0.01857811,-0.032485701,-0.026984935,hold,sell,hold,hold
7/31/2019,GRMN,Consumer Discretionary,8/28/2019,8/7/2019,8/1/2019,78.58999634,80.34999847,77.26000214,76.73999786,0.022394735,-0.0169232,-0.023539872,hold,hold,hold,hold
5/1/2019,GRMN,Consumer Discretionary,5/29/2019,5/8/2019,5/2/2019,80.05999756,76.37999725,78.68000031,78.76000214,-0.045965531,-0.017237038,-0.016237765,sell,hold,hold,hold
2/20/2019,GRMN,Consumer Discretionary,3/20/2019,2/27/2019,2/21/2019,83.05999756,84.22000122,84.16999817,82.41999817,0.013965852,0.013363841,-0.007705266,hold,hold,hold,hold
10/31/2018,GRMN,Consumer Discretionary,11/28/2018,11/7/2018,11/1/2018,66.16000366,66.37999725,65.73999786,67.41999817,0.003325175,-0.006348334,0.019044656,hold,hold,hold,hold
8/1/2018,GRMN,Consumer Discretionary,8/29/2018,8/8/2018,8/2/2018,64.5,68.11000061,64.43000031,64.52999878,0.055969002,-0.001085267,0.000465097,buy,hold,hold,hold
11/3/2020,IT,Information Technology,12/1/2020,11/10/2020,11/4/2020,140.8000031,153.9499969,157.4400024,142.2599945,0.093394841,0.118181811,0.010369257,buy,buy,hold,hold
11/3/2020,IT,Information Technology,12/1/2020,11/10/2020,11/4/2020,140.8000031,153.9499969,157.4400024,142.2599945,0.093394841,0.118181811,0.010369257,buy,buy,hold,hold
8/4/2020,IT,Information Technology,9/1/2020,8/11/2020,8/5/2020,126.3000031,130.0599976,131.5800018,129.3899994,0.029770344,0.041805215,0.024465529,hold,buy,hold,hold
5/8/2020,IT,Information Technology,6/5/2020,5/15/2020,5/9/2020,122.5800018,135,111.5299988,118.9800034,0.101321569,-0.090145235,-0.029368563,buy,sell,hold,hold
2/4/2020,IT,Information Technology,3/3/2020,2/11/2020,2/5/2020,154,125.8399963,152.0800018,154.3099976,-0.182857167,-0.012467521,0.002012971,sell,hold,hold,hold
10/31/2019,IT,Information Technology,11/28/2019,11/7/2019,11/1/2019,154.0800018,160.4600067,160,156.0899963,0.041407092,0.038421587,0.013045136,buy,buy,hold,hold
7/30/2019,IT,Information Technology,8/27/2019,8/6/2019,7/31/2019,138.2599945,130.5299988,128.4400024,139.3300018,-0.055909128,-0.071025549,0.007739096,sell,sell,hold,hold
5/7/2019,IT,Information Technology,6/4/2019,5/14/2019,5/8/2019,155.1900024,151.3399963,151.4400024,153.6999969,-0.024808338,-0.024163928,-0.009601169,hold,hold,hold,hold
2/5/2019,IT,Information Technology,3/5/2019,2/12/2019,2/6/2019,141,143.5,141.3899994,143.0099945,0.017730496,0.002765953,0.01425528,hold,hold,hold,hold
11/1/2018,IT,Information Technology,11/29/2018,11/8/2018,11/2/2018,141.8800049,153.1499939,146.7799988,142.0299988,0.079433244,0.034536184,0.001057188,buy,buy,hold,hold
10/28/2020,GD,Industrials,11/25/2020,11/4/2020,10/29/2020,132.4299927,152.0399933,139.0899963,131.3200073,0.148078243,0.05029075,-0.008381676,buy,buy,hold,hold
7/29/2020,GD,Industrials,8/26/2020,8/5/2020,7/30/2020,149.4400024,150.4700012,149.1900024,148.8600006,0.00689239,-0.001672912,-0.003881169,hold,hold,hold,hold
4/29/2020,GD,Industrials,5/27/2020,5/6/2020,4/30/2020,136.6499939,150.4499969,121.7300034,130.6199951,0.100987952,-0.109183982,-0.044127326,buy,sell,sell,hold
1/29/2020,GD,Industrials,2/26/2020,2/5/2020,1/30/2020,183.4700012,171.5500031,183.9700012,181.2299957,-0.064969739,0.002725241,-0.01220911,sell,hold,hold,hold
10/23/2019,GD,Industrials,11/20/2019,10/30/2019,10/24/2019,173.5599976,184.3300018,178.2400055,174.6699982,0.062053494,0.026964785,0.006395486,buy,hold,hold,hold
7/24/2019,GD,Industrials,8/21/2019,7/31/2019,7/25/2019,187.6399994,188.4799957,185.9400024,187.6100006,0.004476638,-0.009059886,-0.000159874,hold,hold,hold,hold
4/24/2019,GD,Industrials,5/22/2019,5/1/2019,4/25/2019,180.7299957,169.2799988,176.3899994,176.8800049,-0.063354159,-0.024013702,-0.021302445,sell,hold,hold,hold
1/30/2019,GD,Industrials,2/27/2019,2/6/2019,1/31/2019,170.9100037,169.3399963,172.7599945,171.1699982,-0.009186164,0.010824357,0.001521236,hold,hold,hold,hold
10/24/2018,GD,Industrials,11/21/2018,10/31/2018,10/25/2018,173.2400055,176.75,172.5800018,170.6000061,0.020260877,-0.003809765,-0.015238971,hold,hold,hold,hold
7/25/2018,GD,Industrials,8/22/2018,8/1/2018,7/26/2018,203.4499969,192.4799957,196.0099945,200.4799957,-0.053919889,-0.036569194,-0.014598188,sell,sell,hold,hold
4/25/2018,GD,Industrials,5/23/2018,5/2/2018,4/26/2018,214.5299988,205.5599976,195.6799927,211.75,-0.04181234,-0.087866528,-0.012958555,sell,sell,hold,hold
10/28/2020,GE,Industrials,11/25/2020,11/4/2020,10/29/2020,7.420000076,10.5,7.849999905,7.369999886,0.415094325,0.057951459,-0.00673857,buy,buy,hold,hold
7/29/2020,GE,Industrials,8/26/2020,8/5/2020,7/30/2020,6.590000153,6.480000019,6.400000095,6.260000229,-0.016691977,-0.028831571,-0.05007586,hold,hold,sell,hold
4/29/2020,GE,Industrials,5/27/2020,5/6/2020,4/30/2020,6.579999924,7.289999962,5.980000019,6.800000191,0.107902743,-0.091185397,0.033434691,buy,sell,buy,hold
1/29/2020,GE,Industrials,2/26/2020,2/5/2020,1/30/2020,12.93999958,10.94999981,12.85999966,12.72999954,-0.153786695,-0.006182375,-0.016228752,sell,hold,hold,hold
10/30/2019,GE,Industrials,11/27/2019,11/6/2019,10/31/2019,10.10999966,11.28999996,11.02000046,9.979999542,0.116716157,0.090009973,-0.012858568,buy,buy,hold,hold
7/31/2019,GE,Industrials,8/28/2019,8/7/2019,8/1/2019,10.44999981,7.940000057,9.460000038,10.07999992,-0.240191368,-0.094736822,-0.035406688,sell,sell,sell,hold
