date,Symbol,GICS Sector,date_plus_28,date_plus_7,date_plus_1,Price,price_plus_28,price_plus_7,price_plus_1,return_28,return_7,return_1,rating_28,rating_7,rating_1,predict_return_1_logReg
10/27/2020,MMM,Industrials,11/24/2020,11/3/2020,10/28/2020,161.0299988,177.0800018,165.5099945,158.5299988,0.099670888,0.027820877,-0.015525058,buy,hold,hold,hold
7/28/2020,MMM,Industrials,8/25/2020,8/4/2020,7/29/2020,155.3300018,163.1000061,151.2100067,156.25,0.05002256,-0.026524143,0.005922862,buy,hold,hold,hold
4/28/2020,MMM,Industrials,5/26/2020,5/5/2020,4/29/2020,157.6100006,152.0800018,147.4299927,156.2599945,-0.035086598,-0.06458986,-0.008565485,sell,sell,hold,hold
1/28/2020,MMM,Industrials,2/25/2020,2/4/2020,1/29/2020,165.5800018,146.8500061,157.2400055,162,-0.113117499,-0.050368379,-0.02162098,sell,sell,hold,hold
10/24/2019,MMM,Industrials,11/21/2019,10/31/2019,10/25/2019,161.8899994,165.1399994,164.9900055,166.0899963,0.02007536,0.019148843,0.025943523,hold,hold,hold,hold
7/25/2019,MMM,Industrials,8/22/2019,8/1/2019,7/26/2019,178.1300049,160.8800049,173.3600006,173.9799957,-0.096839384,-0.026778219,-0.023297642,sell,hold,hold,hold
10/21/2020,ABT,Health Care,11/18/2020,10/28/2020,10/22/2020,105.9300003,109.7699966,106.4199982,109.4800034,0.036250319,0.004625676,0.033512726,buy,hold,buy,hold
7/16/2020,ABT,Health Care,8/13/2020,7/23/2020,7/17/2020,96.40000153,101.0999985,100.8199997,99.25,0.048755154,0.045850603,0.029564299,buy,buy,hold,hold
4/16/2020,ABT,Health Care,5/14/2020,4/23/2020,4/17/2020,96,91.77999878,93.94000244,96.01000214,-0.043958346,-0.021458308,0.000104189,sell,hold,hold,hold
1/22/2020,ABT,Health Care,2/19/2020,1/29/2020,1/23/2020,91.86000061,89.36000061,89.13999939,90.73000336,-0.027215327,-0.02961029,-0.012301298,hold,hold,hold,hold
10/16/2019,ABT,Health Care,11/13/2019,10/23/2019,10/17/2019,81.77999878,84.22000122,81.26999664,82.37999725,0.029836176,-0.00623627,0.007336739,hold,hold,hold,hold
7/17/2019,ABT,Health Care,8/14/2019,7/24/2019,7/18/2019,85.76000214,83.94000244,88.58999634,87.76000214,-0.021222011,0.032998999,0.023320895,hold,buy,hold,hold
4/17/2019,ABT,Health Care,5/15/2019,4/24/2019,4/18/2019,72.87999725,76.51000214,76.75,73.91999817,0.049807972,0.053101028,0.014270046,buy,buy,hold,hold
1/23/2019,ABT,Health Care,2/20/2019,1/30/2019,1/24/2019,69.91000366,75.54000092,71.68000031,70.86000061,0.080532069,0.025318217,0.013588856,buy,hold,hold,hold
10/17/2018,ABT,Health Care,11/14/2018,10/24/2018,10/18/2018,70.23000336,69.41000366,66.94000244,68.13999939,-0.011675917,-0.046846088,-0.029759417,hold,sell,hold,hold
7/18/2018,ABT,Health Care,8/15/2018,7/25/2018,7/19/2018,64.75,63.47000122,65.23000336,63.77999878,-0.019768321,0.007413179,-0.014980714,hold,hold,hold,hold
10/30/2020,ABBV,Health Care,11/27/2020,11/6/2020,10/31/2020,85.09999847,104.8899994,92.84999847,88.25,0.232549956,0.091069332,0.037015295,buy,buy,buy,hold
7/31/2020,ABBV,Health Care,8/28/2020,8/7/2020,8/1/2020,94.91000366,94.16999817,92.91999817,95.94000244,-0.007796918,-0.020967289,0.010852373,hold,hold,hold,hold
5/1/2020,ABBV,Health Care,5/29/2020,5/8/2020,5/2/2020,82.83999634,92.66999817,83.95999908,81.86000061,0.118662509,0.013520072,-0.011829983,buy,hold,hold,hold
2/7/2020,ABBV,Health Care,3/6/2020,2/14/2020,2/8/2020,92.29000092,88.81999969,94.05000305,94.75,-0.037598886,0.019070345,0.026655099,sell,hold,hold,hold
11/1/2019,ABBV,Health Care,11/29/2019,11/8/2019,11/2/2019,81.75,87.73000336,85.20999908,82.98999786,0.073149888,0.042324148,0.01516817,buy,buy,hold,hold
7/26/2019,ABBV,Health Care,8/23/2019,8/2/2019,7/27/2019,67.76000214,65.97000122,65.34999847,67.18000031,-0.026416778,-0.035566759,-0.008559649,hold,sell,hold,hold
4/25/2019,ABBV,Health Care,5/23/2019,5/2/2019,4/26/2019,79.33999634,81.15000153,78.47000122,79.69999695,0.022813275,-0.010965404,0.004537442,hold,hold,hold,hold
10/29/2020,ABMD,Health Care,11/26/2020,11/5/2020,10/30/2020,254.6100006,271.8999939,272.3999939,251.8800049,0.067907754,0.069871542,-0.010722264,buy,buy,hold,hold
8/6/2020,ABMD,Health Care,9/3/2020,8/13/2020,8/7/2020,314.980011,294.0100098,308.3699951,310.8200073,-0.066575657,-0.020985509,-0.013207199,sell,hold,hold,hold
4/30/2020,ABMD,Health Care,5/28/2020,5/7/2020,5/1/2020,191.25,217.3600006,188.3300018,183.4900055,0.136522879,-0.015267964,-0.040575135,buy,hold,sell,hold
2/6/2020,ABMD,Health Care,3/5/2020,2/13/2020,2/7/2020,196.0099945,154.5099945,164.8000031,186.9100037,-0.211723898,-0.159226531,-0.046426157,sell,sell,sell,hold
10/31/2019,ABMD,Health Care,11/28/2019,11/7/2019,11/1/2019,207.5800018,196.1799927,219.1300049,216.7899933,-0.054918629,0.055641213,0.044368395,sell,buy,buy,hold
8/1/2019,ABMD,Health Care,8/29/2019,8/8/2019,8/2/2019,204.8699951,192.0099945,191.6999969,200.6199951,-0.062771518,-0.064284661,-0.020744863,sell,sell,hold,hold
5/2/2019,ABMD,Health Care,5/30/2019,5/9/2019,5/3/2019,264.769989,266.3900146,261.9400024,271.75,0.006118615,-0.010688472,0.026362546,hold,hold,hold,hold
1/31/2019,ABMD,Health Care,2/28/2019,2/7/2019,2/1/2019,351.0700073,334.5,341.6099854,351.0799866,-0.047198584,-0.026946255,2.84E-05,sell,hold,hold,hold
12/17/2020,ACN,Information Technology,1/14/2021,12/24/2020,12/18/2020,264.4700012,,257.2999878,266.25,,-0.027110876,0.006730437,hold,hold,hold,hold
9/24/2020,ACN,Information Technology,10/22/2020,10/1/2020,9/25/2020,214.4199982,228.1399994,225.1799927,214.6300049,0.063986575,0.050181861,0.000979418,buy,buy,hold,hold
6/25/2020,ACN,Information Technology,7/23/2020,7/2/2020,6/26/2020,217.3200073,222.3000031,215.7200012,212.4700012,0.022915496,-0.007362443,-0.022317347,hold,hold,hold,hold
3/19/2020,ACN,Information Technology,4/16/2020,3/26/2020,3/20/2020,158.5,167.9499969,171.3399963,149.9400024,0.059621432,0.081009441,-0.054006294,buy,buy,sell,hold
12/19/2019,ACN,Information Technology,1/16/2020,12/26/2019,12/20/2019,208.3000031,208.9799957,212.0500031,211.1000061,0.003264487,0.01800288,0.013442165,hold,hold,hold,hold
9/26/2019,ACN,Information Technology,10/24/2019,10/3/2019,9/27/2019,192.1199951,185,185.8099976,191.3800049,-0.037060146,-0.032844044,-0.003851709,sell,sell,hold,hold
6/27/2019,ACN,Information Technology,7/25/2019,7/4/2019,6/28/2019,183,194.9700012,191.3899994,184.7700043,0.065409843,0.045846991,0.009672154,buy,buy,hold,hold
3/28/2019,ACN,Information Technology,4/25/2019,4/4/2019,3/29/2019,175.1199951,179.9499969,177.1600037,176.0200043,0.027581098,0.011649204,0.005139385,hold,hold,hold,hold
12/20/2018,ACN,Information Technology,1/17/2019,12/27/2018,12/21/2018,143.5,149.1199951,140.4100037,137.1999969,0.039163729,-0.021533076,-0.04390246,buy,hold,sell,hold
9/27/2018,ACN,Information Technology,10/25/2018,10/4/2018,9/28/2018,170.0500031,156.9199982,171.8600006,170.1999969,-0.077212612,0.010643914,0.000882058,sell,hold,hold,hold
6/28/2018,ACN,Information Technology,7/26/2018,7/5/2018,6/29/2018,164.5,165.1699982,164.8000031,163.5899963,0.004072937,0.001823727,-0.005531937,hold,hold,hold,hold
3/22/2018,ACN,Information Technology,4/19/2018,3/29/2018,3/23/2018,150.2299957,154.5899963,153.5,147.3500061,0.029022171,0.021766654,-0.019170537,hold,hold,hold,hold
12/21/2017,ACN,Information Technology,1/18/2018,12/28/2017,12/22/2017,154.1999969,160.9400024,153.5700073,153.8899994,0.043709505,-0.004085536,-0.00201036,buy,hold,hold,hold
9/28/2017,ACN,Information Technology,10/26/2017,10/5/2017,9/29/2017,136.3200073,141.9700012,136.2200012,135.0700073,0.041446549,-0.000733613,-0.0091696,buy,hold,hold,hold
10/29/2020,ATVI,Communication Services,11/26/2020,11/5/2020,10/30/2020,77.76999664,78.13999939,80.13999939,75.73000336,0.004757654,0.030474513,-0.026231109,hold,buy,hold,hold
8/4/2020,ATVI,Communication Services,9/1/2020,8/11/2020,8/5/2020,86.44999695,83.33000183,79.12000275,84.31999969,-0.03609017,-0.084788831,-0.024638488,sell,sell,hold,hold
5/5/2020,ATVI,Communication Services,6/2/2020,5/12/2020,5/6/2020,68.52999878,72.98000336,72.25,72.87000275,0.064935133,0.054282815,0.063329988,buy,buy,buy,hold
2/6/2020,ATVI,Communication Services,3/5/2020,2/13/2020,2/7/2020,60.25999832,61.52000046,62.59000015,61.52999878,0.020909429,0.038665813,0.021075348,hold,buy,hold,hold
11/7/2019,ATVI,Communication Services,12/5/2019,11/14/2019,11/8/2019,54.54999924,54.99000168,52.70000076,54.29999924,0.008066039,-0.033913813,-0.004582951,hold,sell,hold,hold
8/8/2019,ATVI,Communication Services,9/5/2019,8/15/2019,8/9/2019,49.33000183,54.58000183,45.50999832,48.06000137,0.106426106,-0.077437733,-0.025744991,buy,sell,hold,sell
5/2/2019,ATVI,Communication Services,5/30/2019,5/9/2019,5/3/2019,49.54999924,43.56000137,46.63999939,47.15000153,-0.120887951,-0.058728555,-0.048435878,sell,sell,sell,hold
2/12/2019,ATVI,Communication Services,3/12/2019,2/19/2019,2/13/2019,41.66999817,42.63000107,44.47999954,44.56999969,0.023038228,0.067434641,0.069594472,hold,buy,buy,hold
11/8/2018,ATVI,Communication Services,12/6/2018,11/15/2018,11/9/2018,62.79000092,48.15000153,53.56000137,55.00999832,-0.233158133,-0.14699792,-0.12390512,sell,sell,sell,sell
8/2/2018,ATVI,Communication Services,8/30/2018,8/9/2018,8/3/2018,74.05999756,74.09999847,70.5,71.31999969,0.000540115,-0.048069102,-0.036997002,hold,sell,sell,hold
12/10/2020,ADBE,Information Technology,1/7/2021,12/17/2020,12/11/2020,476.8699951,,495.3599854,475.9100037,,0.03877365,-0.002013109,hold,buy,hold,hold
9/15/2020,ADBE,Information Technology,10/13/2020,9/22/2020,9/16/2020,497.6700134,514.3099976,486.7799988,476,0.033435778,-0.021881999,-0.043542936,buy,hold,sell,hold
6/11/2020,ADBE,Information Technology,7/9/2020,6/18/2020,6/12/2020,387.6700134,460.8399963,420.4599915,406.5400085,0.188742952,0.084582188,0.048675406,buy,buy,buy,buy
3/12/2020,ADBE,Information Technology,4/9/2020,3/19/2020,3/13/2020,285,318.7000122,307.5100098,335.5,0.118245657,0.07898249,0.177192982,buy,buy,buy,hold
12/12/2019,ADBE,Information Technology,1/9/2020,12/19/2019,12/13/2019,305.9599915,340.4500122,327.6300049,317.9400024,0.112727225,0.070826298,0.039155482,buy,buy,buy,buy
9/17/2019,ADBE,Information Technology,10/15/2019,9/24/2019,9/18/2019,284.6900024,279.3900146,272.4700012,279.7200012,-0.018616698,-0.042923886,-0.01745759,hold,sell,hold,buy
6/18/2019,ADBE,Information Technology,7/16/2019,6/25/2019,6/19/2019,276.7799988,305.7000122,287.9700012,291.2099915,0.104487367,0.040429231,0.052135244,buy,buy,buy,buy
3/14/2019,ADBE,Information Technology,4/11/2019,3/21/2019,3/15/2019,267.6900024,271.8999939,264.1799927,257.0899963,0.015727115,-0.013112218,-0.039598065,hold,hold,sell,buy
12/13/2018,ADBE,Information Technology,1/10/2019,12/20/2018,12/14/2018,248.0800018,237.7700043,218.6499939,230,-0.041559164,-0.118631118,-0.072879723,sell,sell,sell,hold
9/13/2018,ADBE,Information Technology,10/11/2018,9/20/2018,9/14/2018,268.519989,238.5899963,266.3399963,274.6900024,-0.111462811,-0.008118549,0.022977855,sell,hold,hold,hold
6/14/2018,ADBE,Information Technology,7/12/2018,6/21/2018,6/15/2018,258.1000061,254.8699951,248.8300018,251.8200073,-0.012514572,-0.035916327,-0.024331649,hold,sell,hold,hold
10/27/2020,AMD,Information Technology,11/24/2020,11/3/2020,10/28/2020,78.87999725,85.06999969,76.58000183,76.40000153,0.078473665,-0.029158158,-0.031440109,buy,hold,sell,hold
7/28/2020,AMD,Information Technology,8/25/2020,8/4/2020,7/29/2020,67.61000061,86.34999847,85.04000092,76.08999634,0.277177898,0.257802102,0.125425169,buy,buy,buy,hold
4/29/2020,AMD,Information Technology,5/27/2020,5/6/2020,4/30/2020,53.65999985,52.74000168,52.15999985,52.38999939,-0.017144953,-0.027953783,-0.023667545,hold,hold,hold,hold
1/29/2020,AMD,Information Technology,2/26/2020,2/5/2020,1/30/2020,47.50999832,47.49000168,49.84000015,48.77999878,-0.000420893,0.049042347,0.026731225,hold,buy,hold,hold
10/29/2019,AMD,Information Technology,11/26/2019,11/5/2019,10/30/2019,33.02999878,38.99000168,36.15000153,33.13000107,0.180442117,0.094459669,0.00302762,buy,buy,hold,hold
7/30/2019,AMD,Information Technology,8/27/2019,8/6/2019,7/31/2019,33.86999893,30.20000076,28.86000061,30.45000076,-0.108355426,-0.147918467,-0.100974263,sell,sell,sell,hold
11/10/2020,AAP,Consumer Discretionary,12/8/2020,11/17/2020,11/11/2020,155.4199982,152.7799988,149.3000031,156.5200043,-0.016986227,-0.039377141,0.007077636,hold,sell,hold,hold
11/10/2020,AAP,Consumer Discretionary,12/8/2020,11/17/2020,11/11/2020,155.4199982,152.7799988,149.3000031,156.5200043,-0.016986227,-0.039377141,0.007077636,hold,sell,hold,hold
8/18/2020,AAP,Consumer Discretionary,9/15/2020,8/25/2020,8/19/2020,162.8500061,156.8800049,156.0599976,160.8099976,-0.036659509,-0.041694862,-0.012526917,sell,sell,hold,hold
5/19/2020,AAP,Consumer Discretionary,6/16/2020,5/26/2020,5/20/2020,135.8200073,142.6600037,135.5800018,135.7200012,0.050360742,-0.001767085,-0.000736313,buy,hold,hold,hold
2/18/2020,AAP,Consumer Discretionary,3/17/2020,2/25/2020,2/19/2020,141.8099976,100.25,137.6000061,140.1199951,-0.293068178,-0.02968755,-0.011917372,sell,hold,hold,hold
11/12/2019,AAP,Consumer Discretionary,12/10/2019,11/19/2019,11/13/2019,156.1399994,156.1699982,161.9799957,158.5800018,0.000192127,0.037402308,0.015627017,hold,buy,hold,hold
8/13/2019,AAP,Consumer Discretionary,9/10/2019,8/20/2019,8/14/2019,142.2299957,154.6999969,135.3800049,136.4900055,0.087674904,-0.048161366,-0.040357101,buy,sell,sell,hold
5/22/2019,AAP,Consumer Discretionary,6/19/2019,5/29/2019,5/23/2019,166.2899933,153.7700043,155.7799988,159.8000031,-0.075290093,-0.063202808,-0.039028147,sell,sell,sell,hold
2/19/2019,AAP,Consumer Discretionary,3/19/2019,2/26/2019,2/20/2019,167.1399994,163.4199982,162.9199982,166,-0.022256798,-0.025248302,-0.006820626,hold,hold,hold,hold
11/13/2018,AAP,Consumer Discretionary,12/11/2018,11/20/2018,11/14/2018,184.7200012,165.8000031,171.5299988,177.6799927,-0.102425282,-0.071405383,-0.038111783,sell,sell,sell,hold
8/14/2018,AAP,Consumer Discretionary,9/11/2018,8/21/2018,8/15/2018,156.1300049,167.2400055,160.1499939,158.0299988,0.071158652,0.025747703,0.012169307,buy,hold,hold,hold
5/22/2018,AAP,Consumer Discretionary,6/19/2018,5/29/2018,5/23/2018,115.3300018,138.3000031,123.9599991,123.25,0.199167613,0.074828727,0.068672488,buy,buy,buy,hold
2/21/2018,AAP,Consumer Discretionary,3/21/2018,2/28/2018,2/22/2018,114,115.2399979,114.25,110.4899979,0.010877174,0.002192982,-0.030789492,hold,hold,sell,hold
11/14/2017,AAP,Consumer Discretionary,12/12/2017,11/21/2017,11/15/2017,95.72000122,103.0299988,88.93000031,91.58000183,0.076368549,-0.070936072,-0.043251142,buy,sell,sell,hold
8/15/2017,AAP,Consumer Discretionary,9/12/2017,8/22/2017,8/16/2017,87.08000183,97.26000214,95.80000305,91.51000214,0.116903997,0.100137816,0.050872763,buy,buy,buy,hold
5/24/2017,AAP,Consumer Discretionary,6/21/2017,5/31/2017,5/25/2017,133.0200043,120.1100006,133.6300049,131.9700012,-0.097053099,0.004585781,-0.007893573,sell,hold,hold,hold
2/21/2017,AAP,Consumer Discretionary,3/21/2017,2/28/2017,2/22/2017,161.1499939,151.2200012,156.6100006,159.6799927,-0.061619566,-0.028172469,-0.009121944,sell,hold,hold,hold
11/15/2016,AAP,Consumer Discretionary,12/13/2016,11/22/2016,11/16/2016,164.3300018,171.8699951,170.2899933,162.9799957,0.045883242,0.036268432,-0.008215214,buy,buy,hold,hold
8/16/2016,AAP,Consumer Discretionary,9/13/2016,8/23/2016,8/17/2016,160.3999939,151.1799927,157.9400024,158.0500031,-0.057481307,-0.015336606,-0.014650816,sell,hold,hold,hold
5/19/2016,AAP,Consumer Discretionary,6/16/2016,5/26/2016,5/20/2016,143.5399933,153.9400024,156.6600037,146.3899994,0.072453739,0.09140317,0.019855136,buy,buy,hold,hold
11/6/2020,AES,Utilities,12/4/2020,11/13/2020,11/7/2020,20.40999985,21.06999969,20.87000084,20.96999931,0.032337082,0.02253802,0.027437505,buy,hold,hold,hold
8/6/2020,AES,Utilities,9/3/2020,8/13/2020,8/7/2020,16.54999924,17.69000053,17.79000092,17.15999985,0.068882257,0.074924576,0.036858045,buy,buy,buy,hold
5/7/2020,AES,Utilities,6/4/2020,5/14/2020,5/8/2020,12.11999989,13.84000015,11.81999969,12.86999989,0.141914215,-0.024752491,0.061881189,buy,hold,buy,hold
2/28/2020,AES,Utilities,3/27/2020,3/6/2020,2/29/2020,16.72999954,13.44999981,16.81999969,18.21999931,-0.19605498,0.005379567,0.089061555,sell,hold,buy,hold
11/6/2019,AES,Utilities,12/4/2019,11/13/2019,11/7/2019,17.68000031,18.89999962,18.14999962,17.56999969,0.069004485,0.026583671,-0.006221754,buy,hold,hold,hold
8/6/2019,AES,Utilities,9/3/2019,8/13/2019,8/7/2019,15.69999981,15.34000015,15.17000008,15.67000008,-0.022929915,-0.033757945,-0.001910811,hold,sell,hold,hold
5/7/2019,AES,Utilities,6/4/2019,5/14/2019,5/8/2019,16.53000069,16.07999992,16.07999992,15.97999954,-0.027223276,-0.027223276,-0.033272905,hold,hold,sell,hold
10/28/2020,AFL,Financials,11/25/2020,11/4/2020,10/29/2020,34.15000153,45.61000061,36.52999878,34.22000122,0.335578289,0.069692449,0.002049771,buy,buy,hold,hold
7/29/2020,AFL,Financials,8/26/2020,8/5/2020,7/30/2020,36.5,36.45000076,35.54999924,35.29000092,-0.001369842,-0.026027418,-0.03315066,hold,hold,sell,hold
4/30/2020,AFL,Financials,5/28/2020,5/7/2020,5/1/2020,37.24000168,36.63000107,35.86999893,36.61999893,-0.016380252,-0.036788472,-0.016648838,hold,sell,hold,hold
2/5/2020,AFL,Financials,3/4/2020,2/12/2020,2/6/2020,53.27999878,44.54999924,52.40000153,52.74000168,-0.163851347,-0.016516465,-0.010135081,sell,hold,hold,hold
10/25/2019,AFL,Financials,11/22/2019,11/1/2019,10/26/2019,53.25999832,53.99000168,53.61000061,53.50999832,0.01370641,0.006571579,0.004693954,hold,hold,hold,hold
7/26/2019,AFL,Financials,8/23/2019,8/2/2019,7/27/2019,53.88999939,48.36000061,52.52999878,52.95999908,-0.102616419,-0.025236605,-0.017257382,sell,hold,hold,hold
4/26/2019,AFL,Financials,5/24/2019,5/3/2019,4/27/2019,49.52999878,52.00999832,50.49000168,49.72000122,0.050070656,0.019382252,0.003836108,buy,hold,hold,hold
2/1/2019,AFL,Financials,3/1/2019,2/8/2019,2/2/2019,47.93999863,49.16999817,48.18000031,48.02000046,0.025657063,0.005006293,0.001668791,hold,hold,hold,hold
10/25/2018,AFL,Financials,11/22/2018,11/1/2018,10/26/2018,42.18999863,44.47000122,42.86999893,41.70000076,0.054041305,0.016117571,-0.011614076,buy,hold,hold,hold
7/27/2018,AFL,Financials,8/24/2018,8/3/2018,7/28/2018,46.31000137,46.66999817,46.59000015,46.33000183,0.00777363,0.006046184,0.000431882,hold,hold,hold,hold
11/23/2020,A,Health Care,12/21/2020,11/30/2020,11/24/2020,112.2099991,117.7799988,116.9000015,114.6800003,0.049639067,0.041796653,0.022012309,buy,buy,hold,hold
8/18/2020,A,Health Care,9/15/2020,8/25/2020,8/19/2020,97.86000061,100.3700027,98.33999634,97.95999908,0.025648908,0.004904923,0.001021852,hold,hold,hold,buy
5/21/2020,A,Health Care,6/18/2020,5/28/2020,5/22/2020,80.75,88.20999908,86.69000244,84.98000336,0.09238389,0.073560402,0.052383943,buy,buy,buy,buy
2/18/2020,A,Health Care,3/17/2020,2/25/2020,2/19/2020,84.79000092,70.44000244,77.94999695,85.34999847,-0.169241636,-0.080669936,0.006604524,sell,sell,hold,hold
11/26/2019,A,Health Care,12/24/2019,12/3/2019,11/27/2019,80.94999695,85.30000305,80.09999847,81.08000183,0.053736952,-0.01050029,0.00160599,buy,hold,hold,hold
8/14/2019,A,Health Care,9/11/2019,8/21/2019,8/15/2019,65.58999634,76.98999786,72.19999695,69.58999634,0.173807016,0.100777572,0.06098491,buy,buy,buy,hold
5/14/2019,A,Health Care,6/11/2019,5/21/2019,5/15/2019,76.01000214,70.08999634,68.31999969,67.63999939,-0.077884563,-0.101170928,-0.110117123,sell,sell,sell,hold
2/20/2019,A,Health Care,3/20/2019,2/27/2019,2/21/2019,78.55999756,80.91999817,79.41999817,77.88999939,0.030040742,0.010947055,-0.00852849,buy,hold,hold,hold
11/19/2018,A,Health Care,12/17/2018,11/26/2018,11/20/2018,62.61000061,67.84999847,69.25,67.51999664,0.083692666,0.106053335,0.078421913,buy,buy,buy,hold
11/11/2020,APD,Materials,12/9/2020,11/18/2020,11/12/2020,280.8399963,270.5700073,267.7000122,265.3099976,-0.036568826,-0.046788151,-0.055298387,sell,sell,sell,hold
7/23/2020,APD,Materials,8/20/2020,7/30/2020,7/24/2020,293.25,286.0700073,284.8099976,291.519989,-0.024484203,-0.028780912,-0.005899441,hold,hold,hold,hold
4/23/2020,APD,Materials,5/21/2020,4/30/2020,4/24/2020,211.2700043,235.5399933,225.5800018,216.7799988,0.114876644,0.067733219,0.026080345,buy,buy,hold,hold
1/24/2020,APD,Materials,2/21/2020,1/31/2020,1/25/2020,243.9499969,254.9700012,238.7100067,233.4700012,0.045173209,-0.021479772,-0.042959606,buy,hold,sell,hold
11/7/2019,APD,Materials,12/5/2019,11/14/2019,11/8/2019,227.5800018,230.4600067,238.1799927,233.8699951,0.012654912,0.046576987,0.027638603,hold,buy,hold,hold
7/25/2019,APD,Materials,8/22/2019,8/1/2019,7/26/2019,227.6499939,225.2799988,226.3699951,230.5500031,-0.010410697,-0.005622661,0.012738894,hold,hold,hold,hold
4/24/2019,APD,Materials,5/22/2019,5/1/2019,4/25/2019,199.4199982,206.2599945,202.1499939,199.6000061,0.03429945,0.013689679,0.000902657,buy,hold,hold,hold
11/6/2018,APD,Materials,12/4/2018,11/13/2018,11/7/2018,158.0899963,163.9199982,158.0500031,160.9799957,0.03687774,-0.000252978,0.018280723,buy,hold,hold,hold
10/27/2020,AKAM,Information Technology,11/24/2020,11/3/2020,10/28/2020,106.7099991,102.5199966,95.66999817,97.40000153,-0.039265322,-0.10345798,-0.087245784,sell,sell,sell,hold
7/28/2020,AKAM,Information Technology,8/25/2020,8/4/2020,7/29/2020,111.9899979,111,111.7300034,110.6800003,-0.008840056,-0.002321587,-0.011697451,hold,hold,hold,sell
4/28/2020,AKAM,Information Technology,5/26/2020,5/5/2020,4/29/2020,101.9300003,100.0800018,99.19000244,97.87000275,-0.018149696,-0.026881172,-0.039831233,hold,hold,sell,hold
2/11/2020,AKAM,Information Technology,3/10/2020,2/18/2020,2/12/2020,96.37000275,86.15000153,100.9599991,97.44999695,-0.10604961,0.047628891,0.011206747,sell,buy,hold,sell
10/28/2019,AKAM,Information Technology,11/25/2019,11/4/2019,10/29/2019,89.48000336,87.73999786,87.51000214,87.88999939,-0.019445747,-0.022016106,-0.017769378,hold,hold,hold,hold
7/30/2019,AKAM,Information Technology,8/27/2019,8/6/2019,7/31/2019,84.02999878,88.20999908,85.91999817,88.12999725,0.049744143,0.02249196,0.048792081,buy,hold,buy,hold
4/30/2019,AKAM,Information Technology,5/28/2019,5/7/2019,5/1/2019,80.05999756,77.83000183,77.30999756,81.04000092,-0.027854057,-0.034349239,0.012240862,hold,sell,hold,hold
2/12/2019,AKAM,Information Technology,3/12/2019,2/19/2019,2/13/2019,69.33000183,72.18000031,70.47000122,70.37000275,0.041107722,0.016443089,0.015000734,buy,hold,hold,hold
10/29/2018,AKAM,Information Technology,11/26/2018,11/5/2018,10/30/2018,62.04999924,68.40000153,68.94999695,72.55000305,0.102336863,0.111200609,0.169218436,buy,buy,buy,hold
7/31/2018,AKAM,Information Technology,8/28/2018,8/7/2018,8/1/2018,75.26000214,74.44999695,75.66999817,71.62999725,-0.010762758,0.005447728,-0.048232856,hold,hold,sell,sell
4/30/2018,AKAM,Information Technology,5/28/2018,5/7/2018,5/1/2018,71.65000153,75.81999969,73.12000275,70.83999634,0.058199555,0.020516416,-0.011305027,buy,hold,hold,hold
2/6/2018,AKAM,Information Technology,3/6/2018,2/13/2018,2/7/2018,63.66999817,69.94000244,64.48999786,64.48000336,0.098476589,0.012878902,0.012721929,buy,hold,hold,hold
10/24/2017,AKAM,Information Technology,11/21/2017,10/31/2017,10/25/2017,51.90999985,55.68000031,52.25,54,0.072625707,0.006549801,0.040261995,buy,hold,buy,hold
7/25/2017,AKAM,Information Technology,8/22/2017,8/1/2017,7/26/2017,53.27999878,45.81000137,47.52999878,45.49000168,-0.140202657,-0.107920423,-0.146208658,sell,sell,sell,sell
5/2/2017,AKAM,Information Technology,5/30/2017,5/9/2017,5/3/2017,62.5,47.43000031,50.40000153,52.79999924,-0.241119995,-0.193599976,-0.155200012,sell,sell,sell,hold
2/7/2017,AKAM,Information Technology,3/7/2017,2/14/2017,2/8/2017,71.12000275,63.29999924,63.54999924,63.54999924,-0.109955051,-0.106439865,-0.106439865,sell,sell,sell,hold
10/25/2016,AKAM,Information Technology,11/22/2016,11/1/2016,10/26/2016,59.06999969,66.81999969,68.09999847,67.69999695,0.131200272,0.152869457,0.146097804,buy,buy,buy,hold
7/26/2016,AKAM,Information Technology,8/23/2016,8/2/2016,7/27/2016,58.09000015,53.59999847,49.95999908,50.50999832,-0.077293883,-0.13995526,-0.130487206,sell,sell,sell,hold
10/22/2020,ALK,Industrials,11/19/2020,10/29/2020,10/23/2020,40.59000015,48.49000168,36.77999878,41.56999969,0.194629256,-0.093865518,0.024143866,buy,sell,hold,hold
7/23/2020,ALK,Industrials,8/20/2020,7/30/2020,7/24/2020,36.66999817,35.77000046,34.65999985,35.06000137,-0.024543162,-0.054813156,-0.043905014,hold,sell,sell,hold
5/5/2020,ALK,Industrials,6/2/2020,5/12/2020,5/6/2020,28.96999931,36.20000076,26.85000038,27.82999992,0.249568575,-0.073179116,-0.039351033,buy,sell,sell,hold
1/28/2020,ALK,Industrials,2/25/2020,2/4/2020,1/29/2020,65.54000092,58.81000137,65.76999664,66.88999939,-0.102685375,0.003509242,0.020598084,sell,hold,hold,hold
10/24/2019,ALK,Industrials,11/21/2019,10/31/2019,10/25/2019,68.76000214,68,69.43000031,71.56999969,-0.011052968,0.00974401,0.040866746,hold,hold,buy,hold
