Symbol,Sample Time,Open,High,Low,Close,Volume,HighShort,LowLong,LowShort
NQ=F,4/15/2015 4:00,4400.25,4429,4388.75,4421.75,170496,67,33,65
NQ=F,4/16/2015 4:00,4426.25,4429.5,4398,4415.25,162971,68,32,66
NQ=F,4/17/2015 4:00,4416.25,4417.5,4324,4349,302065,69,31,67
NQ=F,4/20/2015 4:00,4356.75,4417,4352.25,4407.5,218236,68,32,65
NQ=F,4/21/2015 4:00,4402.75,4442.75,4402.75,4428.5,190749,69,31,66
NQ=F,4/22/2015 4:00,4433,4459.5,4398.5,4445.25,196846,69,31,68
NQ=F,4/23/2015 4:00,4438.5,4497.25,4418,4481.5,252582,68,32,67
NQ=F,4/24/2015 4:00,4492.5,4536.25,4489.5,4529.25,204737,68,32,65
NQ=F,4/27/2015 4:00,4533,4555.5,4509.25,4524.75,224600,69,31,67
NQ=F,4/28/2015 4:00,4524.25,4531.25,4471.75,4516,283966,69,31,66
NQ=F,4/29/2015 4:00,4512.25,4514,4456.25,4479.75,290967,71,29,67
NQ=F,4/30/2015 4:00,4474,4478.25,4386.5,4408.25,353283,70,30,70
NQ=F,5/1/2015 4:00,4414,4470.75,4409.75,4467.75,197160,71,29,68
NQ=F,5/4/2015 4:00,4471.75,4503.5,4457,4476.5,191856,70,30,68
NQ=F,5/5/2015 4:00,4474,4480.25,4399.5,4407.5,306244,71,29,69
NQ=F,5/6/2015 4:00,4409,4423.5,4341.5,4373,335134,72,28,66
NQ=F,5/7/2015 4:00,4371.5,4409.25,4332.5,4402.5,249245,66,34,61
NQ=F,5/8/2015 4:00,4404,4462.75,4401,4448.75,216447,62,38,61
NQ=F,5/11/2015 4:00,4452.5,4464.5,4426.75,4431.25,170514,63,37,53
NQ=F,5/12/2015 4:00,4431.5,4438,4374.5,4420.75,257296,60,40,52
NQ=F,5/13/2015 4:00,4423,4457.75,4417.5,4423.75,200865,61,39,58
NQ=F,5/14/2015 4:00,4425.75,4493,4412.75,4490.25,184396,68,32,59
NQ=F,5/15/2015 4:00,4489,4507.5,4477.75,4488.75,140746,68,32,63
NQ=F,5/18/2015 4:00,4491.25,4517.75,4470.5,4507.25,128602,66,34,65
NQ=F,5/19/2015 4:00,4509.75,4526.5,4496.5,4501.25,127690,66,34,63
NQ=F,5/20/2015 4:00,4501.75,4534,4482.25,4505.5,170963,65,35,63
NQ=F,5/21/2015 4:00,4500,4536.5,4486.5,4528.75,123530,64,36,56
NQ=F,5/22/2015 4:00,4530.5,4542,4522,4528.75,100980,62,38,56
NQ=F,5/26/2015 4:00,4527.5,4538.5,4455,4479.75,228084,64,36,58
NQ=F,5/27/2015 4:00,4481.5,4551,4473,4542.25,198538,64,36,63
NQ=F,5/28/2015 4:00,4540.5,4547.5,4521.75,4542.75,152018,66,34,62
NQ=F,5/29/2015 4:00,4542,4545.25,4497.25,4511,197740,68,32,65
NQ=F,6/1/2015 4:00,4514,4538.25,4486,4521.5,216323,67,33,63
NQ=F,6/2/2015 4:00,4525.75,4531.75,4480.75,4503,222449,69,31,65
NQ=F,6/3/2015 4:00,4503.25,4540.75,4501.25,4527.5,190316,69,31,62
NQ=F,6/4/2015 4:00,4526.75,4527.25,4473.25,4496.5,285057,63,37,62
NQ=F,6/5/2015 4:00,4494.75,4506.5,4449.25,4481.5,232923,65,35,61
NQ=F,6/8/2015 4:00,4479.5,4483.25,4422,4432.25,237404,65,35,62
NQ=F,6/9/2015 4:00,4435.75,4441.25,4390.25,4431.5,226086,67,33,62
NQ=F,6/10/2015 4:00,4431.5,4498.25,4430.5,4488.75,238886,69,31,64
NQ=F,6/11/2015 4:00,4486.25,4512.25,4479.25,4490.5,186848,69,31,67
NQ=F,6/12/2015 4:00,4489.25,4491.25,4447.75,4454.75,153829,68,32,67
NQ=F,6/15/2015 4:00,4443.5,4444.75,4394.25,4435.5,145112,67,33,65
NQ=F,6/16/2015 4:00,4432.5,4463.5,4403,4459,108589,67,33,65
NQ=F,6/17/2015 4:00,4459.25,4482.75,4440,4461.25,67479,66,34,64
NQ=F,6/18/2015 4:00,4459.75,4541.75,4447.5,4538,66534,65,35,62
NQ=F,6/19/2015 4:00,4536.5,4546.75,4526.75,4531,162664,67,33,64
NQ=F,6/22/2015 4:00,4512.5,4552.25,4512.25,4532.75,157035,67,33,66
NQ=F,6/23/2015 4:00,4538.75,4548.75,4522.75,4541.25,116969,67,33,64
NQ=F,6/24/2015 4:00,4543.5,4555.25,4514.5,4515.75,165445,66,34,63
NQ=F,6/25/2015 4:00,4520.25,4547.5,4500,4509.25,175329,65,35,62
NQ=F,6/26/2015 4:00,4506.5,4517,4459.75,4480.5,226373,68,32,64
NQ=F,6/29/2015 4:00,4429.75,4451.5,4368.25,4378,334972,67,33,66
NQ=F,6/30/2015 4:00,4386.25,4412.25,4372,4390.25,304509,67,33,67
NQ=F,7/1/2015 4:00,4392.75,4441.75,4392,4422,191161,67,33,65
NQ=F,7/2/2015 4:00,4423.75,4441.5,4408.25,4428.75,155244,67,33,65
NQ=F,7/6/2015 4:00,4427.75,4437.25,4344,4422.75,285735,66,34,65
NQ=F,7/7/2015 4:00,4429.5,4448,4334.5,4422.25,384237,67,33,64
NQ=F,7/8/2015 4:00,4422.5,4422.5,4336.5,4346.5,335132,69,31,66
NQ=F,7/9/2015 4:00,4347.75,4408,4331.75,4339.5,260171,70,30,69
NQ=F,7/10/2015 4:00,4345.75,4426.5,4345.75,4408.25,236765,71,29,68
NQ=F,7/13/2015 4:00,4384,4491.75,4372.5,4488,209774,70,30,65
NQ=F,7/14/2015 4:00,4487.25,4529.75,4484.5,4517.5,156246,67,33,65
NQ=F,7/15/2015 4:00,4519.25,4539.5,4509.25,4536.5,187307,68,32,64
NQ=F,7/16/2015 4:00,4534.5,4612.5,4531,4597.75,192220,68,32,63
NQ=F,7/17/2015 4:00,4609.75,4654,4607.25,4650,187930,67,33,66
NQ=F,7/20/2015 4:00,4649,4686,4646.5,4671.25,169781,68,32,66
NQ=F,7/21/2015 4:00,4671.25,4683,4611.5,4666.5,226216,68,32,59
NQ=F,7/22/2015 4:00,4618,4636.5,4588.75,4617,235343,61,39,53
NQ=F,7/23/2015 4:00,4621.75,4634.75,4584.25,4620,211215,57,43,53
NQ=F,7/24/2015 4:00,4633.5,4638.75,4544.5,4561.75,236180,65,35,57
NQ=F,7/27/2015 4:00,4562.25,4568.25,4503.5,4522.5,293740,65,35,64
NQ=F,7/28/2015 4:00,4521.25,4561.25,4497,4556,280667,64,36,62
NQ=F,7/29/2015 4:00,4558,4579.5,4544,4565,222563,66,34,57
NQ=F,7/30/2015 4:00,4562.75,4598.75,4530.75,4595.25,226285,62,38,58
NQ=F,7/31/2015 4:00,4589.25,4608.75,4576.25,4585,214679,65,35,61
NQ=F,8/3/2015 4:00,4583.25,4599.25,4540.5,4573,251564,68,32,63
NQ=F,8/4/2015 4:00,4570.5,4581.25,4543.5,4551.75,253010,67,33,66
NQ=F,8/5/2015 4:00,4551.5,4629,4551,4593.5,247802,66,34,64
NQ=F,8/6/2015 4:00,4591.75,4608.75,4502.75,4524.75,272055,68,32,63
NQ=F,8/7/2015 4:00,4527.25,4533.75,4480.5,4519,249232,68,32,64
NQ=F,8/10/2015 4:00,4514,4580,4512.75,4566,199353,68,32,65
NQ=F,8/11/2015 4:00,4582.5,4584.75,4485.5,4510.75,301820,71,29,67
NQ=F,8/12/2015 4:00,4512.75,4535.5,4431.25,4533.5,358454,71,29,71
NQ=F,8/13/2015 4:00,4529.75,4557,4508.75,4517.25,234832,71,29,69
NQ=F,8/14/2015 4:00,4514.5,4534,4499,4531.75,167712,72,28,69
NQ=F,8/17/2015 4:00,4532.5,4567.75,4503.25,4564.75,191979,72,28,69
NQ=F,8/18/2015 4:00,4562.5,4573.5,4533.75,4544,164755,72,28,70
NQ=F,8/19/2015 4:00,4543,4552.25,4483.25,4503.75,331472,75,25,71
NQ=F,8/20/2015 4:00,4502.25,4513,4360,4366.25,449728,74,26,73
NQ=F,8/21/2015 4:00,4367.75,4368.25,4189,4200.75,614566,74,26,70
NQ=F,8/24/2015 4:00,4183.75,4196.25,3908.25,4003.25,746533,72,28,70
NQ=F,8/25/2015 4:00,3998,4204.25,3997.75,4028.5,630057,73,27,71
NQ=F,8/26/2015 4:00,4036.75,4229.5,3958.75,4214.5,637925,74,26,71
NQ=F,8/27/2015 4:00,4222.75,4332.75,4205.25,4328,475384,75,25,72
NQ=F,8/28/2015 4:00,4327,4340.75,4281.75,4333,322070,74,26,73
NQ=F,8/31/2015 4:00,4324,4330.25,4258.5,4271.75,303204,73,27,70
NQ=F,9/1/2015 4:00,4266,4268,4118.25,4158.25,481009,71,29,70
NQ=F,9/2/2015 4:00,4150.75,4263.75,4136,4260,340627,72,28,70
NQ=F,9/3/2015 4:00,4260.25,4304.25,4219.75,4229.5,332566,72,28,68
NQ=F,9/4/2015 4:00,4231.75,4237.5,4155,4194,354122,72,28,69
NQ=F,9/8/2015 4:00,4181.75,4305.5,4180,4298.5,293906,72,28,71
NQ=F,9/9/2015 4:00,4300.5,4369.5,4240.25,4255,354129,72,28,69
NQ=F,9/10/2015 4:00,4259,4327.25,4226.5,4295,410492,71,29,69
NQ=F,9/11/2015 4:00,4294.75,4330,4259.5,4325.25,127471,73,27,70
NQ=F,9/14/2015 4:00,4325.25,4357,4292.25,4310,87550,73,27,72
NQ=F,9/15/2015 4:00,4311.5,4373.5,4290.75,4361,0,73,27,71
NQ=F,9/16/2015 4:00,4362.5,4393,4345.5,4391.5,0,75,25,75
NQ=F,9/17/2015 4:00,4385.75,4451.5,4368,4380.25,0,75,25,73
NQ=F,9/18/2015 4:00,4381.5,4392.75,4313,4325.25,333044,74,26,72
NQ=F,9/21/2015 4:00,4324.75,4361.5,4286.5,4341.25,254496,75,25,73
NQ=F,9/22/2015 4:00,4342,4345,4220.5,4267.25,320027,75,25,72
NQ=F,9/23/2015 4:00,4264.25,4292.75,4221.5,4262.75,238547,74,26,72
NQ=F,9/24/2015 4:00,4268.5,4278.75,4185.25,4246,355070,73,27,72
NQ=F,9/25/2015 4:00,4232,4315.75,4185.5,4213.5,344913,74,26,72
NQ=F,9/28/2015 4:00,4202.5,4239,4079.5,4094.75,360675,73,27,71
NQ=F,9/29/2015 4:00,4106.25,4144.25,4040.75,4074.75,427261,73,27,71
NQ=F,9/30/2015 4:00,4078.75,4169,4066,4163,347070,73,27,73
NQ=F,10/1/2015 4:00,4154,4225.75,4116.25,4187.5,367790,74,26,72
NQ=F,10/2/2015 4:00,4188.25,4263.75,4111.5,4261.25,404892,73,27,73
NQ=F,10/5/2015 4:00,4257.75,4329.75,4250.5,4311.25,242309,73,27,70
NQ=F,10/6/2015 4:00,4307.75,4322,4263.5,4290.25,264372,72,28,66
NQ=F,10/7/2015 4:00,4275,4333.75,4268,4323.75,329985,69,31,66
NQ=F,10/8/2015 4:00,4324,4348.25,4265,4344.75,317019,69,31,67
NQ=F,10/9/2015 4:00,4338,4369.25,4324.5,4359.5,208829,71,29,67
NQ=F,10/12/2015 4:00,4355,4381.5,4346.25,4375,132675,71,29,71
NQ=F,10/13/2015 4:00,4377,4390.75,4338.5,4341.25,232729,71,29,69
NQ=F,10/14/2015 4:00,4334.25,4365.25,4317.5,4326.5,284807,71,29,69
NQ=F,10/15/2015 4:00,4335.25,4412,4332.5,4411.75,275986,69,31,68
NQ=F,10/16/2015 4:00,4409.75,4439,4396,4434.75,207248,69,31,66
NQ=F,10/19/2015 4:00,4434.5,4455.5,4411,4454.5,202407,68,32,66
NQ=F,10/20/2015 4:00,4451.5,4456,4414,4424.75,200211,67,33,67
NQ=F,10/21/2015 4:00,4422.75,4456.25,4394.75,4399.25,289766,68,32,65
NQ=F,10/22/2015 4:00,4406.75,4565.5,4402,4552.75,348494,68,32,66
NQ=F,10/23/2015 4:00,4562.25,4637.5,4562,4611.5,361589,68,32,66
NQ=F,10/26/2015 4:00,4614,4630,4592.75,4616.25,184127,68,32,67
NQ=F,10/27/2015 4:00,4619.75,4651.75,4601.25,4632.25,217939,69,31,66
NQ=F,10/28/2015 4:00,4635.25,4678.25,4600.5,4673.75,306875,72,28,71
NQ=F,10/29/2015 4:00,4664.25,4670.25,4642.75,4661.75,184529,71,29,69
NQ=F,10/30/2015 4:00,4666,4690.25,4636,4643.25,211241,70,30,69
NQ=F,11/2/2015 5:00,4644.5,4699.5,4625,4694,162655,70,30,70
NQ=F,11/3/2015 5:00,4688.25,4727.5,4677,4712,186758,70,30,69
NQ=F,11/4/2015 5:00,4711.75,4729.75,4691.25,4709.5,231004,70,30,68
NQ=F,11/5/2015 5:00,4708.25,4727.5,4673.75,4695.25,246167,70,30,69
NQ=F,11/6/2015 5:00,4700.75,4708.75,4658.75,4703,276682,70,30,69
NQ=F,11/9/2015 5:00,4701.25,4712.75,4622,4652.75,256938,71,29,69
NQ=F,11/10/2015 5:00,4650,4662.25,4612.5,4643,241859,70,30,69
NQ=F,11/11/2015 5:00,4640.25,4674.75,4625.25,4631.75,221698,69,31,67
NQ=F,11/12/2015 5:00,4631.25,4653.25,4581.25,4585.25,268158,71,29,68
NQ=F,11/13/2015 5:00,4583.75,4590.5,4485.75,4502,344229,71,29,71
NQ=F,11/16/2015 5:00,4478.25,4565.5,4455,4559.75,282188,72,28,70
NQ=F,11/17/2015 5:00,4560.75,4597.75,4552,4569.5,269684,72,28,69
NQ=F,11/18/2015 5:00,4570.25,4656.75,4556.25,4652.5,242823,74,26,71
NQ=F,11/19/2015 5:00,4649.75,4677,4646.75,4660,217266,72,28,69
NQ=F,11/20/2015 5:00,4656.75,4691.5,4652.25,4689.5,177125,71,29,69
NQ=F,11/23/2015 5:00,4689.5,4706.75,4653.75,4675.75,163322,69,31,69
NQ=F,11/24/2015 5:00,4673.75,4684.5,4620,4666,230131,69,31,66
NQ=F,11/25/2015 5:00,4665,4684.5,4659.5,4677.25,119712,68,32,65
NQ=F,11/27/2015 5:00,4679.75,4703.25,4664.75,4682.5,105382,69,31,66
NQ=F,11/30/2015 5:00,4685.5,4700.5,4653.5,4668.75,179766,69,31,68
NQ=F,12/1/2015 5:00,4678.75,4716.75,4676.5,4716.25,228425,70,30,67
NQ=F,12/2/2015 5:00,4715,4739.5,4678.5,4694.5,231812,70,30,70
NQ=F,12/3/2015 5:00,4698.75,4730.25,4579,4611,379530,70,30,69
NQ=F,12/4/2015 5:00,4616,4723.25,4603,4713.25,305073,70,30,67
NQ=F,12/7/2015 5:00,4721.25,4730,4670.5,4701,224657,70,30,68
NQ=F,12/8/2015 5:00,4699.75,4709,4641.25,4687.25,299288,70,30,69
NQ=F,12/9/2015 5:00,4690.5,4707.5,4593.25,4616,388709,70,30,67
NQ=F,12/10/2015 5:00,4624,4674.5,4618.25,4644,302768,69,31,69
NQ=F,12/11/2015 5:00,4646.25,4659,4527.5,4539.25,226524,68,32,62
NQ=F,12/14/2015 5:00,4534.5,4579.5,4477.25,4566.5,156220,65,35,61
NQ=F,12/15/2015 5:00,4571.5,4639,4566.75,4606,151196,66,34,64
NQ=F,12/16/2015 5:00,4607.5,4674.5,4580,4663,71664,67,33,64
NQ=F,12/17/2015 5:00,4656.75,4689.5,4574,4577.75,49751,68,32,63
NQ=F,12/18/2015 5:00,4577,4597,4552.5,4576,340479,65,35,64
NQ=F,12/21/2015 5:00,4513.75,4571.75,4511.75,4563,176610,67,33,64
NQ=F,12/22/2015 5:00,4569,4594.5,4541.25,4591,166650,69,31,66
NQ=F,12/23/2015 5:00,4590.5,4620.25,4583,4606.75,147737,69,31,65
NQ=F,12/24/2015 5:00,4607.75,4630,4600.75,4611,62054,68,32,64
NQ=F,12/28/2015 5:00,4611,4619.5,4571.5,4613.75,113567,68,32,65
NQ=F,12/29/2015 5:00,4617.75,4697.75,4610.5,4690.5,158098,66,34,66
NQ=F,12/30/2015 5:00,4687.25,4695,4643.5,4646,117427,67,33,64
NQ=F,12/31/2015 5:00,4648,4655,4579.5,4587.75,160705,66,34,63
NQ=F,1/4/2016 5:00,4592.5,4606.75,4429.75,4504.5,368671,65,35,63
NQ=F,1/5/2016 5:00,4505.5,4523,4457.25,4483.75,301175,67,33,65
NQ=F,1/6/2016 5:00,4482,4487.5,4386,4446.75,346779,67,33,65
NQ=F,1/7/2016 5:00,4450.25,4458.5,4283,4289.25,501315,66,34,66
NQ=F,1/8/2016 5:00,4298,4370,4255.75,4261.5,480513,67,33,65
NQ=F,1/11/2016 5:00,4264.25,4304.5,4208.75,4273,435576,66,34,63
NQ=F,1/12/2016 5:00,4272.25,4345.75,4236.5,4312.75,417581,65,35,62
NQ=F,1/13/2016 5:00,4308.75,4365,4167.25,4175.75,521065,65,35,62
NQ=F,1/14/2016 5:00,4181.5,4300.5,4124,4257.5,526505,64,36,62
NQ=F,1/15/2016 5:00,4255,4268.75,4075.75,4140.75,567530,64,36,64
NQ=F,1/19/2016 5:00,4126.75,4215.75,4091.25,4144.5,475760,62,38,51
NQ=F,1/20/2016 5:00,4141,4171.5,3983.5,4133,628240,54,46,46
NQ=F,1/21/2016 5:00,4130.75,4192.25,4085.75,4130.25,554096,50,50,45
NQ=F,1/22/2016 5:00,4126.25,4253,4119,4247.5,328593,47,53,37
NQ=F,1/25/2016 5:00,4247.5,4260,4179.25,4186.75,287599,43,57,37
NQ=F,1/26/2016 5:00,4190,4243.75,4133,4226.75,327223,38,62,38
NQ=F,1/27/2016 5:00,4195.25,4218.75,4102,4127,408523,46,54,36
NQ=F,1/28/2016 5:00,4150.25,4199,4106.75,4153.75,414082,47,53,43
NQ=F,1/29/2016 5:00,4135,4271.25,4129,4263,328862,54,46,43
NQ=F,2/1/2016 5:00,4263.25,4309.25,4228.5,4291.5,263363,55,45,47
NQ=F,2/2/2016 5:00,4286.5,4287,4170.75,4192,314726,51,49,44
NQ=F,2/3/2016 5:00,4186,4215,4090.5,4171.5,484500,46,54,43
NQ=F,2/4/2016 5:00,4169.75,4206.5,4113.5,4155.75,383175,44,56,39
NQ=F,2/5/2016 5:00,4146.5,4173.5,4001,4022,443077,46,54,38
NQ=F,2/8/2016 5:00,4027.25,4046,3883,3964.25,542371,46,54,36
NQ=F,2/9/2016 5:00,3958.5,4004,3897.5,3944.25,499993,43,57,33
NQ=F,2/10/2016 5:00,3954.5,4041,3922.25,3967.25,426911,49,51,34
NQ=F,2/11/2016 5:00,3963,3985.5,3862.5,3961.25,504866,46,54,44
NQ=F,2/12/2016 5:00,3963.25,4017.5,3953,4006.25,307347,44,56,35
NQ=F,2/16/2016 5:00,4021.5,4104.75,4021.5,4092.75,320588,41,59,33
NQ=F,2/17/2016 5:00,4089.75,4211.5,4068.25,4196.75,291649,40,60,33
NQ=F,2/18/2016 5:00,4208.25,4227.5,4144,4155,254579,39,61,35
NQ=F,2/19/2016 5:00,4156.25,4175,4120.25,4161,229019,39,61,33
NQ=F,2/22/2016 5:00,4155.25,4234,4146.5,4214.75,189979,35,65,34
NQ=F,2/23/2016 5:00,4207.25,4216.5,4154.5,4159.25,227805,38,62,30
NQ=F,2/24/2016 5:00,4156.5,4218.5,4084.75,4208.5,336253,47,53,31
NQ=F,2/25/2016 5:00,4214.5,4247.75,4170.25,4244.25,265546,50,50,41
NQ=F,2/26/2016 5:00,4243,4293.25,4225,4230,272803,62,38,45
NQ=F,2/29/2016 5:00,4225.25,4263.25,4184.5,4201.25,250315,62,38,57
NQ=F,3/1/2016 5:00,4199.25,4338.75,4180.25,4337.75,295763,57,43,55
NQ=F,3/2/2016 5:00,4334.5,4357.75,4299.25,4329.25,265748,60,40,54
NQ=F,3/3/2016 5:00,4326.75,4344.5,4293.5,4320.25,202256,61,39,58
NQ=F,3/4/2016 5:00,4323,4355,4298,4322.5,289076,60,40,53
NQ=F,3/7/2016 5:00,4321,4330,4268.75,4300,246815,59,41,52
NQ=F,3/8/2016 5:00,4301,4308.75,4251.5,4270.5,293547,60,40,55
NQ=F,3/9/2016 5:00,4271,4299,4256.75,4294.5,238221,57,43,56
NQ=F,3/10/2016 5:00,4295.25,4347.5,4229.75,4285,392234,59,41,53
NQ=F,3/11/2016 5:00,4287.25,4361.25,4282.5,4352.75,156647,58,42,53
NQ=F,3/14/2016 4:00,4352.75,4378.25,4340.5,4366,106669,62,38,52
NQ=F,3/15/2016 4:00,4364.75,4372,4338,4364.5,71625,63,37,58
NQ=F,3/16/2016 4:00,4366.25,4416.5,4349,4397.5,65619,62,38,60
NQ=F,3/17/2016 4:00,4396.75,4422,4369,4402.25,51815,60,40,59
NQ=F,3/18/2016 4:00,4404.75,4418.25,4394,4414.25,240454,59,41,56
NQ=F,3/21/2016 4:00,4394.75,4421.25,4376.75,4416.25,169724,64,36,57
NQ=F,3/22/2016 4:00,4416,4440.5,4383.75,4434.5,190219,64,36,59
NQ=F,3/23/2016 4:00,4434.75,4441.25,4383.25,4395.5,212040,62,38,59
NQ=F,3/24/2016 4:00,4395,4401,4365,4397.25,196013,63,37,58
NQ=F,3/28/2016 4:00,4401.5,4425.75,4381.5,4389.5,133720,64,36,63
NQ=F,3/29/2016 4:00,4389.75,4463.5,4374,4458.25,229527,64,36,60
NQ=F,3/30/2016 4:00,4460.75,4510.25,4456.5,4482,222490,65,35,60
NQ=F,3/31/2016 4:00,4480.25,4495.5,4462.25,4476.25,190526,65,35,60
NQ=F,4/1/2016 4:00,4477.75,4529.5,4441.5,4528.5,245916,65,35,61
NQ=F,4/4/2016 4:00,4526.75,4543.75,4495.25,4500.25,189635,66,34,62
NQ=F,4/5/2016 4:00,4499.75,4501.5,4456.5,4469.5,218944,65,35,64
NQ=F,4/6/2016 4:00,4476,4537.75,4467.25,4535,241958,65,35,61
NQ=F,4/7/2016 4:00,4533.5,4539.5,4450.75,4470.25,260817,66,34,60
NQ=F,4/8/2016 4:00,4467.5,4509.75,4451.5,4467.25,232565,66,34,61
NQ=F,4/11/2016 4:00,4470,4509.75,4446,4451.5,243297,65,35,60
NQ=F,4/12/2016 4:00,4447,4497.5,4426.5,4490,252487,63,37,59
NQ=F,4/13/2016 4:00,4489,4553.75,4486.75,4547.75,228380,60,40,59
NQ=F,4/14/2016 4:00,4546.5,4563.25,4530.5,4546.25,163850,60,40,58
NQ=F,4/15/2016 4:00,4548.75,4554.5,4523,4538.5,171811,62,38,56
NQ=F,4/18/2016 4:00,4518.75,4561.25,4501,4546.5,179869,62,38,60
NQ=F,4/19/2016 4:00,4545.5,4584.5,4506.75,4526.75,256892,64,36,60
NQ=F,4/20/2016 4:00,4528.25,4556,4509,4535.75,193071,64,36,60
NQ=F,4/21/2016 4:00,4533.25,4551.75,4488,4497.75,239652,62,38,61
NQ=F,4/22/2016 4:00,4488.25,4501.75,4431,4465.75,285544,63,37,60
NQ=F,4/25/2016 4:00,4477,4479.75,4436,4472.25,172474,63,37,59
NQ=F,4/26/2016 4:00,4472.25,4489.75,4407,4452.5,212776,61,39,57
NQ=F,4/27/2016 4:00,4405,4433.75,4372.25,4423.75,306378,61,39,58
NQ=F,4/28/2016 4:00,4432,4442.25,4346.25,4382,306766,60,40,57
NQ=F,4/29/2016 4:00,4383.5,4391.25,4296.75,4331.5,402426,63,37,62
NQ=F,5/2/2016 4:00,4337,4378.5,4318,4369,221470,66,34,60
NQ=F,5/3/2016 4:00,4372,4374.5,4319.5,4334.5,270601,67,33,62
NQ=F,5/4/2016 4:00,4335.5,4342,4292.25,4309.75,235256,67,33,63
NQ=F,5/5/2016 4:00,4308.25,4342.5,4292.5,4300.25,221674,67,33,63
NQ=F,5/6/2016 4:00,4299.25,4333.75,4271,4328.25,262686,66,34,63
NQ=F,5/9/2016 4:00,4329.75,4356.5,4318,4335.75,206931,65,35,64
NQ=F,5/10/2016 4:00,4334.75,4398.75,4323.75,4392,204247,65,35,62
NQ=F,5/11/2016 4:00,4394.25,4403,4350.75,4351.5,208025,64,36,61
NQ=F,5/12/2016 4:00,4352.5,4381.75,4305.75,4334.75,262049,64,36,60
NQ=F,5/13/2016 4:00,4337.25,4360.5,4303.75,4324,249877,64,36,61
NQ=F,5/16/2016 4:00,4316,4392,4305.5,4375.25,197887,64,36,62
NQ=F,5/17/2016 4:00,4372.75,4393.75,4308,4319.5,256918,62,38,60
NQ=F,5/18/2016 4:00,4321,4359,4301,4332.25,305289,64,36,59
NQ=F,5/19/2016 4:00,4337.75,4340.75,4280.75,4317.25,272694,63,37,59
NQ=F,5/20/2016 4:00,4317,4379,4314.5,4362.25,244244,62,38,60
NQ=F,5/23/2016 4:00,4367.75,4381.5,4348.25,4352.5,167178,63,37,62
NQ=F,5/24/2016 4:00,4351.5,4448.75,4341.75,4445.25,239635,63,37,58
NQ=F,5/25/2016 4:00,4445.5,4489.5,4443,4474.75,253726,59,41,57
NQ=F,5/26/2016 4:00,4473.5,4495.5,4463.5,4492.25,163693,58,42,56
NQ=F,5/27/2016 4:00,4494,4513.5,4490.25,4510,153739,58,42,56
NQ=F,5/31/2016 4:00,4518.25,4528.25,4497.5,4524.25,209605,58,42,55
NQ=F,6/1/2016 4:00,4522,4537.5,4502.75,4521.5,194470,58,42,47
NQ=F,6/2/2016 4:00,4520.5,4533,4486.25,4532.25,179288,54,46,47
NQ=F,6/3/2016 4:00,4530.25,4538.75,4478.75,4509,225458,51,49,49
NQ=F,6/6/2016 4:00,4511,4536.5,4504,4525.5,164530,51,49,48
NQ=F,6/7/2016 4:00,4524.5,4545.5,4511.25,4514.25,155623,53,47,47
NQ=F,6/8/2016 4:00,4512.5,4530.25,4504,4519,172285,52,48,49
NQ=F,6/9/2016 4:00,4518.25,4522.5,4493.5,4512,236706,53,47,50
NQ=F,6/10/2016 4:00,4513,4514.25,4446.25,4465.75,141333,54,46,49
NQ=F,6/13/2016 4:00,4458.75,4461.75,4419.25,4426.25,115256,55,45,54
NQ=F,6/14/2016 4:00,4419.25,4440.5,4391.75,4425.25,94710,56,44,53
NQ=F,6/15/2016 4:00,4424,4444,4404.25,4412.75,68451,57,43,54
NQ=F,6/16/2016 4:00,4409.75,4429,4361,4424.75,49749,56,44,51
NQ=F,6/17/2016 4:00,4423.25,4439.5,4410,4417.25,250757,53,47,51
NQ=F,6/20/2016 4:00,4383,4436.75,4383,4390,195423,54,46,50
NQ=F,6/21/2016 4:00,4398.5,4415.75,4388.25,4400.25,194521,51,49,50
NQ=F,6/22/2016 4:00,4397.25,4434,4391,4394.5,190665,52,48,49
NQ=F,6/23/2016 4:00,4409.75,4479.25,4408,4462.5,194791,55,45,52
NQ=F,6/24/2016 4:00,4482.75,4494,4234.5,4262.25,497350,56,44,54
NQ=F,6/27/2016 4:00,4250,4267.75,4167.75,4178,413249,57,43,54
NQ=F,6/28/2016 4:00,4176.25,4284.5,4176,4281,258268,57,43,56
NQ=F,6/29/2016 4:00,4281.25,4380,4268.25,4362.75,260013,56,44,55
NQ=F,6/30/2016 4:00,4375,4410.5,4338.5,4407,242965,57,43,54
NQ=F,7/1/2016 4:00,4397,4446.25,4386.25,4433.25,176656,57,43,54
NQ=F,7/5/2016 4:00,4438.75,4451.5,4377.5,4404,200656,57,43,55
NQ=F,7/6/2016 4:00,4406,4440.5,4365.75,4439.5,253791,58,42,54
NQ=F,7/7/2016 4:00,4434.75,4461.25,4427.5,4452.25,184871,60,40,55
NQ=F,7/8/2016 4:00,4451.75,4523.25,4439.75,4517.25,234625,59,41,59
NQ=F,7/11/2016 4:00,4519.5,4563.5,4515.75,4549.5,182422,60,40,57
NQ=F,7/12/2016 4:00,4552.75,4582,4546.75,4569.75,190097,59,41,56
NQ=F,7/13/2016 4:00,4571.75,4584.5,4558.5,4561.25,190027,61,39,59
NQ=F,7/14/2016 4:00,4561,4608.25,4553.5,4590,191874,60,40,56
NQ=F,7/15/2016 4:00,4585,4603.5,4550.25,4579.25,171716,60,40,57
