Symbol,Sample Time,Open,High,Low,Close,Adj. Close,Volume,,
^GSPC,5/20/2015 13:30,2127.790039,2134.719971,2122.590088,2125.850098,2125.850098,3025880000,,
^GSPC,5/21/2015 13:30,2125.550049,2134.280029,2122.949951,2130.820068,2130.820068,3070460000,,
^GSPC,5/22/2015 13:30,2130.360107,2132.149902,2126.060059,2126.060059,2126.060059,2571860000,,
^GSPC,5/26/2015 13:30,2125.340088,2125.340088,2099.179932,2104.199951,2104.199951,3342130000,,
^GSPC,5/27/2015 13:30,2105.129883,2126.219971,2105.129883,2123.47998,2123.47998,3127960000,,
^GSPC,5/28/2015 13:30,2122.27002,2122.27002,2112.860107,2120.790039,2120.790039,2980350000,,
^GSPC,5/29/2015 13:30,2120.659912,2120.659912,2104.889893,2107.389893,2107.389893,3927390000,,
^GSPC,6/1/2015 13:30,2108.639893,2119.149902,2102.540039,2111.72998,2111.72998,3011710000,,
^GSPC,6/2/2015 13:30,2110.409912,2117.590088,2099.139893,2109.600098,2109.600098,3049350000,,
^GSPC,6/3/2015 13:30,2110.639893,2121.919922,2109.610107,2114.070068,2114.070068,3099980000,,
^GSPC,6/4/2015 13:30,2112.350098,2112.889893,2093.22998,2095.840088,2095.840088,3200050000,,
^GSPC,6/5/2015 13:30,2095.090088,2100.98999,2085.669922,2092.830078,2092.830078,3243690000,,
^GSPC,6/8/2015 13:30,2092.340088,2093.01001,2079.110107,2079.280029,2079.280029,2917150000,,
^GSPC,6/9/2015 13:30,2079.070068,2085.620117,2072.139893,2080.149902,2080.149902,3034580000,,
^GSPC,6/10/2015 13:30,2081.120117,2108.5,2081.120117,2105.199951,2105.199951,3414320000,,
^GSPC,6/11/2015 13:30,2106.23999,2115.02002,2106.23999,2108.860107,2108.860107,3128600000,,
^GSPC,6/12/2015 13:30,2107.429932,2107.429932,2091.330078,2094.110107,2094.110107,2719400000,,
^GSPC,6/15/2015 13:30,2091.340088,2091.340088,2072.48999,2084.429932,2084.429932,3061570000,,
^GSPC,6/16/2015 13:30,2084.26001,2097.399902,2082.100098,2096.290039,2096.290039,2919900000,,
^GSPC,6/17/2015 13:30,2097.399902,2106.790039,2088.860107,2100.439941,2100.439941,3222240000,,
^GSPC,6/18/2015 13:30,2101.580078,2126.649902,2101.580078,2121.23999,2121.23999,3520360000,,
^GSPC,6/19/2015 13:30,2121.060059,2121.639893,2109.449951,2109.98999,2109.98999,4449810000,,
^GSPC,6/22/2015 13:30,2112.5,2129.870117,2112.5,2122.850098,2122.850098,3030020000,,
^GSPC,6/23/2015 13:30,2123.159912,2128.030029,2119.889893,2124.199951,2124.199951,3091190000,,
^GSPC,6/24/2015 13:30,2123.649902,2125.100098,2108.580078,2108.580078,2108.580078,3102480000,,
^GSPC,6/25/2015 13:30,2109.959961,2116.040039,2101.780029,2102.310059,2102.310059,3214610000,,
^GSPC,6/26/2015 13:30,2102.620117,2108.919922,2095.379883,2101.48999,2101.48999,5025470000,,
^GSPC,6/29/2015 13:30,2098.629883,2098.629883,2056.639893,2057.639893,2057.639893,3678960000,,
^GSPC,6/30/2015 13:30,2061.189941,2074.280029,2056.320068,2063.110107,2063.110107,4078540000,,
^GSPC,7/1/2015 13:30,2067,2082.780029,2067,2077.419922,2077.419922,3727260000,,
^GSPC,7/2/2015 13:30,2078.030029,2085.060059,2071.02002,2076.780029,2076.780029,2996540000,,
^GSPC,7/6/2015 13:30,2073.949951,2078.610107,2058.399902,2068.76001,2068.76001,3486360000,,
^GSPC,7/7/2015 13:30,2069.52002,2083.73999,2044.02002,2081.340088,2081.340088,4458660000,,
^GSPC,7/8/2015 13:30,2077.659912,2077.659912,2044.660034,2046.680054,2046.680054,3608780000,,
^GSPC,7/9/2015 13:30,2049.72998,2074.280029,2049.72998,2051.310059,2051.310059,3446810000,,
^GSPC,7/10/2015 13:30,2052.73999,2081.310059,2052.73999,2076.620117,2076.620117,3065070000,,
^GSPC,7/13/2015 13:30,2080.030029,2100.669922,2080.030029,2099.600098,2099.600098,3096730000,,
^GSPC,7/14/2015 13:30,2099.719971,2111.97998,2098.179932,2108.949951,2108.949951,3002120000,,
^GSPC,7/15/2015 13:30,2109.01001,2114.139893,2102.48999,2107.399902,2107.399902,3261810000,,
^GSPC,7/16/2015 13:30,2110.550049,2124.419922,2110.550049,2124.290039,2124.290039,3227080000,,
^GSPC,7/17/2015 13:30,2126.800049,2128.909912,2119.879883,2126.639893,2126.639893,3362750000,,
^GSPC,7/20/2015 13:30,2126.850098,2132.820068,2123.659912,2128.280029,2128.280029,3245870000,,
^GSPC,7/21/2015 13:30,2127.550049,2128.48999,2115.399902,2119.209961,2119.209961,3343690000,,
^GSPC,7/22/2015 13:30,2118.209961,2118.51001,2110,2114.149902,2114.149902,3694070000,,
^GSPC,7/23/2015 13:30,2114.159912,2116.870117,2098.629883,2102.149902,2102.149902,3772810000,,
^GSPC,7/24/2015 13:30,2102.23999,2106.01001,2077.090088,2079.649902,2079.649902,3870040000,,
^GSPC,7/27/2015 13:30,2078.189941,2078.189941,2063.52002,2067.639893,2067.639893,3836750000,,
^GSPC,7/28/2015 13:30,2070.75,2095.600098,2069.090088,2093.25,2093.25,4117740000,,
^GSPC,7/29/2015 13:30,2094.699951,2110.600098,2094.080078,2108.570068,2108.570068,4038900000,,
^GSPC,7/30/2015 13:30,2106.780029,2110.47998,2094.969971,2108.629883,2108.629883,3579410000,,
^GSPC,7/31/2015 13:30,2111.600098,2114.23999,2102.070068,2103.840088,2103.840088,3681340000,,
^GSPC,8/3/2015 13:30,2104.48999,2105.699951,2087.310059,2098.040039,2098.040039,3476770000,,
^GSPC,8/4/2015 13:30,2097.679932,2102.51001,2088.600098,2093.320068,2093.320068,3546710000,,
^GSPC,8/5/2015 13:30,2095.27002,2112.659912,2095.27002,2099.840088,2099.840088,3968680000,,
^GSPC,8/6/2015 13:30,2100.75,2103.320068,2075.530029,2083.560059,2083.560059,4246570000,,
^GSPC,8/7/2015 13:30,2082.610107,2082.610107,2067.909912,2077.570068,2077.570068,3602320000,,
^GSPC,8/10/2015 13:30,2080.97998,2105.350098,2080.97998,2104.179932,2104.179932,3514460000,,
^GSPC,8/11/2015 13:30,2102.659912,2102.659912,2076.48999,2084.070068,2084.070068,3708880000,,
^GSPC,8/12/2015 13:30,2081.100098,2089.060059,2052.090088,2086.050049,2086.050049,4269130000,,
^GSPC,8/13/2015 13:30,2086.189941,2092.929932,2078.26001,2083.389893,2083.389893,3221300000,,
^GSPC,8/14/2015 13:30,2083.149902,2092.449951,2080.610107,2091.540039,2091.540039,2795590000,,
^GSPC,8/17/2015 13:30,2089.699951,2102.870117,2079.300049,2102.439941,2102.439941,2867690000,,
^GSPC,8/18/2015 13:30,2101.98999,2103.469971,2094.139893,2096.919922,2096.919922,2949990000,,
^GSPC,8/19/2015 13:30,2095.689941,2096.169922,2070.530029,2079.610107,2079.610107,3512920000,,
^GSPC,8/20/2015 13:30,2076.610107,2076.610107,2035.72998,2035.72998,2035.72998,3922470000,,
^GSPC,8/21/2015 13:30,2034.079956,2034.079956,1970.890015,1970.890015,1970.890015,5018240000,,
^GSPC,8/24/2015 13:30,1965.150024,1965.150024,1867.01001,1893.209961,1893.209961,6612690000,,
^GSPC,8/25/2015 13:30,1898.079956,1948.040039,1867.079956,1867.609985,1867.609985,5183560000,,
^GSPC,8/26/2015 13:30,1872.75,1943.089966,1872.75,1940.51001,1940.51001,5338250000,,
^GSPC,8/27/2015 13:30,1942.77002,1989.599976,1942.77002,1987.660034,1987.660034,5006390000,,
^GSPC,8/28/2015 13:30,1986.060059,1993.47998,1975.189941,1988.869995,1988.869995,3949080000,,
^GSPC,8/31/2015 13:30,1986.72998,1986.72998,1965.97998,1972.180054,1972.180054,3915100000,,
^GSPC,9/1/2015 13:30,1970.089966,1970.089966,1903.069946,1913.849976,1913.849976,4371850000,,
^GSPC,9/2/2015 13:30,1916.52002,1948.910034,1916.52002,1948.859985,1948.859985,3742620000,,
^GSPC,9/3/2015 13:30,1950.790039,1975.01001,1944.719971,1951.130005,1951.130005,3520700000,,
^GSPC,9/4/2015 13:30,1947.76001,1947.76001,1911.209961,1921.219971,1921.219971,3167090000,,
^GSPC,9/8/2015 13:30,1927.300049,1970.420044,1927.300049,1969.410034,1969.410034,3548650000,,
^GSPC,9/9/2015 13:30,1971.449951,1988.630005,1937.880005,1942.040039,1942.040039,3652120000,,
^GSPC,9/10/2015 13:30,1941.589966,1965.290039,1937.189941,1952.290039,1952.290039,3626320000,,
^GSPC,9/11/2015 13:30,1951.449951,1961.050049,1939.189941,1961.050049,1961.050049,3218590000,,
^GSPC,9/14/2015 13:30,1963.060059,1963.060059,1948.27002,1953.030029,1953.030029,3000200000,,
^GSPC,9/15/2015 13:30,1955.099976,1983.189941,1954.300049,1978.089966,1978.089966,3239860000,,
^GSPC,9/16/2015 13:30,1978.02002,1997.26001,1977.930054,1995.310059,1995.310059,3630680000,,
^GSPC,9/17/2015 13:30,1995.329956,2020.859985,1986.72998,1990.199951,1990.199951,4183790000,,
^GSPC,9/18/2015 13:30,1989.660034,1989.660034,1953.449951,1958.030029,1958.030029,6021240000,,
^GSPC,9/21/2015 13:30,1960.839966,1979.640015,1955.800049,1966.969971,1966.969971,3269350000,,
^GSPC,9/22/2015 13:30,1961.390015,1961.390015,1929.219971,1942.73999,1942.73999,3808260000,,
^GSPC,9/23/2015 13:30,1943.23999,1949.52002,1932.569946,1938.76001,1938.76001,3190530000,,
^GSPC,9/24/2015 13:30,1934.810059,1937.170044,1908.920044,1932.23999,1932.23999,4091530000,,
^GSPC,9/25/2015 13:30,1935.930054,1952.890015,1921.5,1931.339966,1931.339966,3721870000,,
^GSPC,9/28/2015 13:30,1929.180054,1929.180054,1879.209961,1881.77002,1881.77002,4326660000,,
^GSPC,9/29/2015 13:30,1881.900024,1899.47998,1871.910034,1884.089966,1884.089966,4132390000,,
^GSPC,9/30/2015 13:30,1887.140015,1920.530029,1887.140015,1920.030029,1920.030029,4525070000,,
^GSPC,10/1/2015 13:30,1919.650024,1927.209961,1900.699951,1923.819946,1923.819946,3983600000,,
^GSPC,10/2/2015 13:30,1921.77002,1951.359985,1893.699951,1951.359985,1951.359985,4378570000,,
^GSPC,10/5/2015 13:30,1954.329956,1989.170044,1954.329956,1987.050049,1987.050049,4334490000,,
^GSPC,10/6/2015 13:30,1986.630005,1991.619995,1971.98999,1979.920044,1979.920044,4202400000,,
^GSPC,10/7/2015 13:30,1982.339966,1999.310059,1976.439941,1995.829956,1995.829956,4666470000,,
^GSPC,10/8/2015 13:30,1994.01001,2016.5,1987.530029,2013.430054,2013.430054,3939140000,,
^GSPC,10/9/2015 13:30,2013.72998,2020.130005,2007.609985,2014.890015,2014.890015,3706900000,,
^GSPC,10/12/2015 13:30,2015.650024,2018.660034,2010.550049,2017.459961,2017.459961,2893250000,,
^GSPC,10/13/2015 13:30,2015,2022.339966,2001.780029,2003.689941,2003.689941,3401920000,,
^GSPC,10/14/2015 13:30,2003.660034,2009.560059,1990.72998,1994.23999,1994.23999,3644590000,,
^GSPC,10/15/2015 13:30,1996.469971,2024.150024,1996.469971,2023.859985,2023.859985,3746290000,,
^GSPC,10/16/2015 13:30,2024.369995,2033.540039,2020.459961,2033.109985,2033.109985,3595430000,,
^GSPC,10/19/2015 13:30,2031.72998,2034.449951,2022.310059,2033.660034,2033.660034,3287320000,,
^GSPC,10/20/2015 13:30,2033.130005,2039.119995,2026.609985,2030.77002,2030.77002,3331500000,,
^GSPC,10/21/2015 13:30,2033.469971,2037.969971,2017.219971,2018.939941,2018.939941,3627790000,,
^GSPC,10/22/2015 13:30,2021.880005,2055.199951,2021.880005,2052.51001,2052.51001,4430850000,,
^GSPC,10/23/2015 13:30,2058.189941,2079.73999,2058.189941,2075.149902,2075.149902,4108460000,,
^GSPC,10/26/2015 13:30,2075.080078,2075.139893,2066.530029,2071.179932,2071.179932,3385800000,,
^GSPC,10/27/2015 13:30,2068.75,2070.370117,2058.840088,2065.889893,2065.889893,4216880000,,
^GSPC,10/28/2015 13:30,2066.47998,2090.350098,2063.110107,2090.350098,2090.350098,4698110000,,
^GSPC,10/29/2015 13:30,2088.350098,2092.52002,2082.629883,2089.409912,2089.409912,4008940000,,
^GSPC,10/30/2015 13:30,2090,2094.320068,2079.340088,2079.360107,2079.360107,4256200000,,
^GSPC,11/2/2015 14:30,2080.76001,2106.199951,2080.76001,2104.050049,2104.050049,3760020000,,
^GSPC,11/3/2015 14:30,2102.629883,2116.47998,2097.51001,2109.790039,2109.790039,4272060000,,
^GSPC,11/4/2015 14:30,2110.600098,2114.590088,2096.97998,2102.310059,2102.310059,4078870000,,
^GSPC,11/5/2015 14:30,2101.679932,2108.780029,2090.409912,2099.929932,2099.929932,4051890000,,
^GSPC,11/6/2015 14:30,2098.600098,2101.909912,2083.73999,2099.199951,2099.199951,4369020000,,
^GSPC,11/9/2015 14:30,2096.560059,2096.560059,2068.23999,2078.580078,2078.580078,3882350000,,
^GSPC,11/10/2015 14:30,2077.189941,2083.669922,2069.909912,2081.719971,2081.719971,3821440000,,
^GSPC,11/11/2015 14:30,2083.409912,2086.939941,2074.850098,2075,2075,3692410000,,
^GSPC,11/12/2015 14:30,2072.290039,2072.290039,2045.660034,2045.969971,2045.969971,4016370000,,
^GSPC,11/13/2015 14:30,2044.640015,2044.640015,2022.02002,2023.040039,2023.040039,4278750000,,
^GSPC,11/16/2015 14:30,2022.079956,2053.219971,2019.390015,2053.189941,2053.189941,3741240000,,
^GSPC,11/17/2015 14:30,2053.669922,2066.689941,2045.900024,2050.439941,2050.439941,4427350000,,
^GSPC,11/18/2015 14:30,2051.98999,2085.310059,2051.98999,2083.580078,2083.580078,3926390000,,
^GSPC,11/19/2015 14:30,2083.699951,2086.73999,2078.76001,2081.23999,2081.23999,3628110000,,
^GSPC,11/20/2015 14:30,2082.820068,2097.060059,2082.820068,2089.169922,2089.169922,3929600000,,
^GSPC,11/23/2015 14:30,2089.409912,2095.610107,2081.389893,2086.590088,2086.590088,3587980000,,
^GSPC,11/24/2015 14:30,2084.419922,2094.120117,2070.290039,2089.139893,2089.139893,3884930000,,
^GSPC,11/25/2015 14:30,2089.300049,2093,2086.300049,2088.870117,2088.870117,2852940000,,
^GSPC,11/27/2015 14:30,2088.820068,2093.290039,2084.129883,2090.110107,2090.110107,1466840000,,
^GSPC,11/30/2015 14:30,2090.949951,2093.810059,2080.409912,2080.409912,2080.409912,4275030000,,
^GSPC,12/1/2015 14:30,2082.929932,2103.370117,2082.929932,2102.629883,2102.629883,3712120000,,
^GSPC,12/2/2015 14:30,2101.709961,2104.27002,2077.110107,2079.51001,2079.51001,3950640000,,
^GSPC,12/3/2015 14:30,2080.709961,2085,2042.349976,2049.620117,2049.620117,4306490000,,
^GSPC,12/4/2015 14:30,2051.23999,2093.840088,2051.23999,2091.689941,2091.689941,4214910000,,
^GSPC,12/7/2015 14:30,2090.419922,2090.419922,2066.780029,2077.070068,2077.070068,4043820000,,
^GSPC,12/8/2015 14:30,2073.389893,2073.850098,2052.320068,2063.590088,2063.590088,4173570000,,
^GSPC,12/9/2015 14:30,2061.169922,2080.330078,2036.530029,2047.619995,2047.619995,4385250000,,
^GSPC,12/10/2015 14:30,2047.930054,2067.649902,2045.670044,2052.22998,2052.22998,3715150000,,
^GSPC,12/11/2015 14:30,2047.27002,2047.27002,2008.800049,2012.369995,2012.369995,4301060000,,
^GSPC,12/14/2015 14:30,2013.369995,2022.920044,1993.26001,2021.939941,2021.939941,4612440000,,
^GSPC,12/15/2015 14:30,2025.550049,2053.870117,2025.550049,2043.410034,2043.410034,4353540000,,
^GSPC,12/16/2015 14:30,2046.5,2076.719971,2042.430054,2073.070068,2073.070068,4635450000,,
^GSPC,12/17/2015 14:30,2073.76001,2076.370117,2041.660034,2041.890015,2041.890015,4327390000,,
^GSPC,12/18/2015 14:30,2040.810059,2040.810059,2005.329956,2005.550049,2005.550049,6683070000,,
^GSPC,12/21/2015 14:30,2010.27002,2022.900024,2005.930054,2021.150024,2021.150024,3760280000,,
^GSPC,12/22/2015 14:30,2023.150024,2042.73999,2020.48999,2038.969971,2038.969971,3520860000,,
^GSPC,12/23/2015 14:30,2042.199951,2064.72998,2042.199951,2064.290039,2064.290039,3484090000,,
^GSPC,12/24/2015 14:30,2063.52002,2067.360107,2058.72998,2060.98999,2060.98999,1411860000,,
^GSPC,12/28/2015 14:30,2057.77002,2057.77002,2044.199951,2056.5,2056.5,2492510000,,
^GSPC,12/29/2015 14:30,2060.540039,2081.560059,2060.540039,2078.360107,2078.360107,2542000000,,
^GSPC,12/30/2015 14:30,2077.340088,2077.340088,2061.969971,2063.360107,2063.360107,2367430000,,
^GSPC,12/31/2015 14:30,2060.590088,2062.540039,2043.619995,2043.939941,2043.939941,2655330000,,
^GSPC,1/4/2016 14:30,2038.199951,2038.199951,1989.680054,2012.660034,2012.660034,4304880000,,
^GSPC,1/5/2016 14:30,2013.780029,2021.939941,2004.170044,2016.709961,2016.709961,3706620000,,
^GSPC,1/6/2016 14:30,2011.709961,2011.709961,1979.050049,1990.26001,1990.26001,4336660000,,
^GSPC,1/7/2016 14:30,1985.319946,1985.319946,1938.829956,1943.089966,1943.089966,5076590000,,
^GSPC,1/8/2016 14:30,1945.969971,1960.400024,1918.459961,1922.030029,1922.030029,4664940000,,
^GSPC,1/11/2016 14:30,1926.119995,1935.650024,1901.099976,1923.670044,1923.670044,4607290000,,
^GSPC,1/12/2016 14:30,1927.829956,1947.380005,1914.349976,1938.680054,1938.680054,4887260000,,
