Symbol,Sample Time,Open,High,Low,Close,Adj. Close,Volume
NQ=F,5/9/2016 4:00,4329.75,4356.5,4318,4335.75,,206931
NQ=F,5/10/2016 4:00,4334.75,4398.75,4323.75,4392,4092.75,204247
NQ=F,5/11/2016 4:00,4394.25,4403,4350.75,4351.5,4196.75,208025
NQ=F,5/12/2016 4:00,4352.5,4381.75,4305.75,4334.75,4155,262049
NQ=F,5/13/2016 4:00,4337.25,4360.5,4303.75,4324,4161,249877
NQ=F,5/16/2016 4:00,4316,4392,4305.5,4375.25,,197887
NQ=F,5/17/2016 4:00,4372.75,4393.75,4308,4319.5,4214.75,256918
NQ=F,5/18/2016 4:00,4321,4359,4301,4332.25,4159.25,305289
NQ=F,5/19/2016 4:00,4337.75,4340.75,4280.75,4317.25,4208.5,272694
NQ=F,5/20/2016 4:00,4317,4379,4314.5,4362.25,4244.25,244244
NQ=F,5/23/2016 4:00,4367.75,4381.5,4348.25,4352.5,4230,167178
NQ=F,5/24/2016 4:00,4351.5,4448.75,4341.75,4445.25,,239635
NQ=F,5/25/2016 4:00,4445.5,4489.5,4443,4474.75,4201.25,253726
NQ=F,5/26/2016 4:00,4473.5,4495.5,4463.5,4492.25,4337.75,163693
NQ=F,5/27/2016 4:00,4494,4513.5,4490.25,4510,4329.25,153739
NQ=F,5/31/2016 4:00,4518.25,4528.25,4497.5,4524.25,4320.25,209605
NQ=F,6/1/2016 4:00,4522,4537.5,4502.75,4521.5,4322.5,194470
NQ=F,6/2/2016 4:00,4520.5,4533,4486.25,4532.25,,179288
NQ=F,6/3/2016 4:00,4530.25,4538.75,4478.75,4509,4300,225458
NQ=F,6/6/2016 4:00,4511,4536.5,4504,4525.5,4270.5,164530
NQ=F,6/7/2016 4:00,4524.5,4545.5,4511.25,4514.25,4294.5,155623
NQ=F,6/8/2016 4:00,4512.5,4530.25,4504,4519,4285,172285
NQ=F,6/9/2016 4:00,4518.25,4522.5,4493.5,4512,4352.75,236706
NQ=F,6/10/2016 4:00,4513,4514.25,4446.25,4465.75,,141333
NQ=F,6/13/2016 4:00,4458.75,4461.75,4419.25,4426.25,4366,115256
NQ=F,6/14/2016 4:00,4419.25,4440.5,4391.75,4425.25,4364.5,94710
NQ=F,6/15/2016 4:00,4424,4444,4404.25,4412.75,4397.5,68451
NQ=F,6/16/2016 4:00,4409.75,4429,4361,4424.75,4402.25,49749
NQ=F,6/17/2016 4:00,4423.25,4439.5,4410,4417.25,4414.25,250757
NQ=F,6/20/2016 4:00,4383,4436.75,4383,4390,,195423
NQ=F,6/21/2016 4:00,4398.5,4415.75,4388.25,4400.25,4416.25,194521
NQ=F,6/22/2016 4:00,4397.25,4434,4391,4394.5,4434.5,190665
NQ=F,6/23/2016 4:00,4409.75,4479.25,4408,4462.5,4395.5,194791
NQ=F,6/24/2016 4:00,4482.75,4494,4234.5,4262.25,4397.25,497350
NQ=F,6/27/2016 4:00,4250,4267.75,4167.75,4178,,413249
NQ=F,6/28/2016 4:00,4176.25,4284.5,4176,4281,4389.5,258268
NQ=F,6/29/2016 4:00,4281.25,4380,4268.25,4362.75,4458.25,260013
NQ=F,6/30/2016 4:00,4375,4410.5,4338.5,4407,4482,242965
NQ=F,7/1/2016 4:00,4397,4446.25,4386.25,4433.25,4476.25,176656
NQ=F,7/5/2016 4:00,4438.75,4451.5,4377.5,4404,4528.5,200656
NQ=F,7/6/2016 4:00,4406,4440.5,4365.75,4439.5,,253791
NQ=F,7/7/2016 4:00,4434.75,4461.25,4427.5,4452.25,4500.25,184871
NQ=F,7/8/2016 4:00,4451.75,4523.25,4439.75,4517.25,4469.5,234625
NQ=F,7/11/2016 4:00,4519.5,4563.5,4515.75,4549.5,4535,182422
NQ=F,7/12/2016 4:00,4552.75,4582,4546.75,4569.75,4470.25,190097
NQ=F,7/13/2016 4:00,4571.75,4584.5,4558.5,4561.25,4467.25,190027
NQ=F,7/14/2016 4:00,4561,4608.25,4553.5,4590,,191874
NQ=F,7/15/2016 4:00,4585,4603.5,4550.25,4579.25,4451.5,171716
NQ=F,7/18/2016 4:00,4580,4621.75,4577,4608.25,4490,183261
NQ=F,7/19/2016 4:00,4609.5,4611.25,4588.25,4606.5,4547.75,165175
NQ=F,7/20/2016 4:00,4609,4659,4597.75,4650.5,4546.25,182311
NQ=F,7/21/2016 4:00,4654,4662.25,4626.75,4638.25,4538.5,181960
NQ=F,7/22/2016 4:00,4638.5,4664.5,4628.5,4657.25,,152974
NQ=F,7/25/2016 4:00,4659.25,4669.5,4643.5,4653.75,4546.5,146154
NQ=F,7/26/2016 4:00,4658.5,4688.25,4641,4663.75,4526.75,209762
NQ=F,7/27/2016 4:00,4691.25,4714,4676.75,4707.75,4535.75,230410
NQ=F,7/28/2016 4:00,4710.25,4732,4689.5,4719.75,4497.75,220001
NQ=F,7/29/2016 4:00,4731.75,4736.5,4709,4726.75,4465.75,207360
NQ=F,8/1/2016 4:00,4737.5,4760.25,4721,4744.5,,199516
NQ=F,8/2/2016 4:00,4749.25,4759.5,4681.75,4714.25,4472.25,261263
NQ=F,8/3/2016 4:00,4713.25,4729.25,4698,4728.25,4452.5,170596
NQ=F,8/4/2016 4:00,4726.5,4747,4715,4743.75,4423.75,167881
NQ=F,8/5/2016 4:00,4745,4797.75,4742.5,4783,4382,180947
NQ=F,8/8/2016 4:00,4784.75,4800.75,4766.25,4779.25,4331.5,132186
NQ=F,8/9/2016 4:00,4780.5,4807.75,4777.5,4791.75,,134336
NQ=F,8/10/2016 4:00,4793.5,4800.25,4767.25,4781.5,4369,141495
NQ=F,8/11/2016 4:00,4782.25,4811,4775.75,4800,4334.5,147601
NQ=F,8/12/2016 4:00,4800,4806.75,4787,4804.25,4309.75,131960
NQ=F,8/15/2016 4:00,4806.75,4835.25,4805,4822.75,4300.25,130170
NQ=F,8/16/2016 4:00,4822.75,4824.5,4796.5,4798.5,4328.25,156061
NQ=F,8/17/2016 4:00,4800.75,4809.75,4772,4804,,197778
NQ=F,8/18/2016 4:00,4808.25,4814,4792.75,4808.5,4335.75,149002
NQ=F,8/19/2016 4:00,4808,4816.75,4785,4807,4392,194623
NQ=F,8/22/2016 4:00,4809.25,4818,4789.5,4811.75,4351.5,196397
NQ=F,8/23/2016 4:00,4809.25,4836.75,4807.75,4817,4334.75,160448
NQ=F,8/24/2016 4:00,4818.5,4823.5,4770.75,4786.25,4324,190472
NQ=F,8/25/2016 4:00,4786.5,4794,4768.25,4782.25,,194394
NQ=F,8/26/2016 4:00,4783.5,4817.5,4757.25,4785.75,4375.25,281261
NQ=F,8/29/2016 4:00,4786,4805.75,4774,4793.25,4319.5,146925
NQ=F,8/30/2016 4:00,4795,4798.5,4759.75,4776,4332.25,186259
NQ=F,8/31/2016 4:00,4778.25,4779.25,4751.5,4773.75,4317.25,198477
NQ=F,9/1/2016 4:00,4774,4795.25,4749.5,4777.5,4362.25,248348
NQ=F,9/2/2016 4:00,4777.5,4817.75,4774.25,4795.25,,227919
NQ=F,9/6/2016 4:00,4801.25,4831.5,4782.25,4827.5,4352.5,208188
NQ=F,9/7/2016 4:00,4830.25,4839.5,4812.5,4828.75,4445.25,193455
NQ=F,9/8/2016 4:00,4827.75,4837,4789.5,4796,4474.75,251333
NQ=F,9/9/2016 4:00,4796,4798,4665,4671,4492.25,265154
NQ=F,9/12/2016 4:00,4671,4772,4629,4766.75,4510,178342
NQ=F,9/13/2016 4:00,4763.25,4764.75,4699.25,4727.75,,142822
NQ=F,9/14/2016 4:00,4732.75,4771,4724,4732.5,4524.25,77624
NQ=F,9/15/2016 4:00,4734,4826.75,4720.5,4817.75,4521.5,61726
NQ=F,9/16/2016 4:00,4813.25,4828.75,4799,4817,4532.25,285889
NQ=F,9/19/2016 4:00,4814.75,4841.75,4782.5,4794.25,4509,235031
NQ=F,9/20/2016 4:00,4796.75,4820.5,4790,4798.5,,195027
NQ=F,9/21/2016 4:00,4800,4854.5,4788.5,4850,4525.5,291231
NQ=F,9/22/2016 4:00,4849,4892.25,4842.75,4886.25,4514.25,196512
NQ=F,9/23/2016 4:00,4887.25,4889.75,4848.25,4856.5,4519,197323
NQ=F,9/26/2016 4:00,4852,4859.5,4807.5,4815,4512,209587
NQ=F,9/27/2016 4:00,4813.75,4864.5,4800.75,4860.75,4465.75,227156
NQ=F,9/28/2016 4:00,4857.5,4873.25,4844.75,4868.25,,208679
NQ=F,9/29/2016 4:00,4866.75,4876.5,4812.5,4844.25,4426.25,306337
NQ=F,9/30/2016 4:00,4839.25,4885.5,4811.75,4870.25,4425.25,248154
NQ=F,10/3/2016 4:00,4867.25,4879.5,4842.75,4865.75,4412.75,177125
NQ=F,10/4/2016 4:00,4866.75,4888,4836.25,4857.5,4424.75,276978
NQ=F,10/5/2016 4:00,4856.5,4888.5,4849.25,4873.5,4417.25,182962
NQ=F,10/6/2016 4:00,4874,4881,4845.5,4872,,187196
NQ=F,10/7/2016 4:00,4870.25,4883.75,4834.75,4859,4390,281205
NQ=F,10/11/2016 4:00,4892,4897.25,4798,4827,4400.25,316603
NQ=F,10/12/2016 4:00,4822.25,4842,4800.25,4813.5,4394.5,234222
NQ=F,10/13/2016 4:00,4804.75,4813,4754.5,4796,4462.5,297938
NQ=F,10/14/2016 4:00,4796,4841,4786.25,4804.25,4262.25,237878
NQ=F,10/17/2016 4:00,4803.5,4810.5,4781,4803.25,,179668
NQ=F,10/18/2016 4:00,4802.25,4856.75,4799.75,4827,4178,205551
NQ=F,10/19/2016 4:00,4823.75,4840.25,4811,4830.25,4281,148339
NQ=F,10/20/2016 4:00,4828.25,4847.25,4798.75,4843.75,4362.75,248117
NQ=F,10/21/2016 4:00,4844.25,4849,4814.75,4843.25,4407,188661
NQ=F,10/24/2016 4:00,4847.25,4908.75,4842.75,4902.75,4433.25,182257
NQ=F,10/25/2016 4:00,4906.25,4919.5,4873.5,4886,,184984
NQ=F,10/26/2016 4:00,4874,4881.75,4839.5,4853.75,4404,234117
NQ=F,10/27/2016 4:00,4852,4880.25,4804.25,4807,4439.5,261342
NQ=F,10/28/2016 4:00,4818.25,4843.25,4786.5,4806,4452.25,325145
NQ=F,10/31/2016 4:00,4795.25,4830,4788.25,4796.75,4517.25,199169
NQ=F,11/1/2016 4:00,4802.75,4817,4718.75,4757.25,,307806
NQ=F,11/2/2016 4:00,4754.5,4768.5,4708.25,4716.75,4549.5,300313
NQ=F,11/3/2016 4:00,4700,4729.5,4668.25,4674.5,4569.75,280599
NQ=F,11/4/2016 4:00,4671.25,4695.5,4651.25,4657.75,4561.25,264048
NQ=F,11/7/2016 5:00,4709.75,4781.75,4709.75,4775.75,4590,223773
NQ=F,11/8/2016 5:00,4777.5,4822.5,4752.75,4802.25,4579.25,219987
NQ=F,11/9/2016 5:00,4807.25,4837.5,4558.5,4820.5,,719499
NQ=F,11/10/2016 5:00,4817.5,4879.75,4679.25,4743.75,4608.25,555100
NQ=F,11/14/2016 5:00,4753,4784.5,4672.75,4694.5,4606.5,285041
NQ=F,11/15/2016 5:00,4692.75,4779.25,4688,4766,4650.5,238486
NQ=F,11/16/2016 5:00,4765,4794.75,4736.25,4783.25,4638.25,195711
NQ=F,11/17/2016 5:00,4781.5,4831.5,4778,4828.5,4657.25,190166
NQ=F,11/18/2016 5:00,4828.75,4840.5,4803,4808.5,,168797
NQ=F,11/21/2016 5:00,4813.5,4862,4803.25,4854,4653.75,167542
NQ=F,11/22/2016 5:00,4858,4884.75,4857,4874.75,4663.75,157465
NQ=F,11/23/2016 5:00,4877.25,4882.5,4830.25,4849.5,4707.75,159650
NQ=F,11/25/2016 5:00,4850.5,4870,4839.5,4868.5,4719.75,75485
NQ=F,11/28/2016 5:00,4864.25,4879.75,4842.75,4861,4726.75,143185
NQ=F,11/29/2016 5:00,4861,4897.75,4847.5,4875,,175916
NQ=F,11/30/2016 5:00,4872.5,4885.5,4812.5,4816,4744.5,231494
NQ=F,12/1/2016 5:00,4819,4827.5,4722.75,4736.5,4714.25,291375
NQ=F,12/2/2016 5:00,4735.5,4759,4707.25,4738.5,4728.25,235325
NQ=F,12/5/2016 5:00,4719,4795.75,4701.5,4780.5,4743.75,207428
NQ=F,12/6/2016 5:00,4780.75,4796.5,4767.75,4786.75,4783,185123
NQ=F,12/7/2016 5:00,4788.75,4854.75,4763.5,4841.75,,232690
NQ=F,12/8/2016 5:00,4844.5,4869.5,4836,4863,4779.25,225777
NQ=F,12/9/2016 5:00,4861.25,4897.5,4852.5,4893.75,4791.75,133170
NQ=F,12/12/2016 5:00,4899,4917,4852.5,4867.75,4781.5,124198
NQ=F,12/13/2016 5:00,4867,4962,4861.5,4937.75,4800,131855
NQ=F,12/14/2016 5:00,4939.5,4956.5,4910.25,4931.75,4804.25,74019
NQ=F,12/15/2016 5:00,4928.5,4960.75,4917.5,4934.5,,48306
NQ=F,12/16/2016 5:00,4938,4948.25,4930.25,4943.5,4822.75,185358
NQ=F,12/19/2016 5:00,4915.75,4966.25,4912.5,4938.75,4798.5,146138
NQ=F,12/20/2016 5:00,4939.5,4963.25,4938.5,4956,4804,109979
NQ=F,12/21/2016 5:00,4956,4960,4939.25,4949.5,4808.5,90653
NQ=F,12/22/2016 5:00,4948,4953,4917,4936.5,4807,110522
NQ=F,12/23/2016 5:00,4933.75,4943.75,4922.75,4942.25,,69061
NQ=F,12/27/2016 5:00,4942,4994.5,4940,4961.25,4811.75,100365
NQ=F,12/28/2016 5:00,4961.25,4979.25,4920.25,4923.75,4817,136664
NQ=F,12/29/2016 5:00,4923.75,4933.5,4901.25,4918.5,4786.25,121556
NQ=F,12/30/2016 5:00,4920.5,4940,4850,4864,4782.25,197659
NQ=F,1/3/2017 5:00,4876.75,4927.5,4876.75,4906.25,4785.75,215983
NQ=F,1/4/2017 5:00,4906.5,4942.5,4903,4933.5,,171952
NQ=F,1/5/2017 5:00,4934.75,4964.25,4920.5,4962,4793.25,169565
NQ=F,1/6/2017 5:00,4962.5,5017.5,4952.5,5004,4776,183315
NQ=F,1/9/2017 5:00,5004.5,5029.5,5002.5,5022,4773.75,148112
NQ=F,1/10/2017 5:00,5022,5047,5007.25,5031.25,4777.5,153774
NQ=F,1/11/2017 5:00,5032.75,5048.25,5007.5,5046.5,4795.25,218752
NQ=F,1/12/2017 5:00,5044.5,5044.75,4990.25,5034.75,,212324
NQ=F,1/13/2017 5:00,5035.25,5063.25,5035.25,5061.25,4827.5,136613
NQ=F,1/17/2017 5:00,5056.25,5059,5025,5040.25,4828.75,198098
NQ=F,1/18/2017 5:00,5040.5,5057.25,5034,5054.5,4796,159690
NQ=F,1/19/2017 5:00,5053.25,5074.75,5036.5,5053.5,4671,185603
NQ=F,1/20/2017 5:00,5055.5,5083,5044.75,5058.25,,216184
NQ=F,1/23/2017 5:00,5059,5069.75,5030.25,5063.5,4766.75,181150
NQ=F,1/24/2017 5:00,5063.75,5104,5060,5096.25,4727.75,141578
NQ=F,1/25/2017 5:00,5100,5150,5099.75,5146.5,4732.5,153214
NQ=F,1/26/2017 5:00,5148.25,5168.5,5141.75,5147.75,4817.75,173375
NQ=F,1/27/2017 5:00,5144.25,5167.5,5139.25,5162.5,4817,138335
NQ=F,1/30/2017 5:00,5146.25,5154.5,5094.5,5124.5,,249340
NQ=F,1/31/2017 5:00,5123.5,5135,5083.25,5112.75,4794.25,214696
NQ=F,2/1/2017 5:00,5132,5158.25,5123,5148.5,4798.5,237364
NQ=F,2/2/2017 5:00,5147.75,5157.5,5119.5,5131,4850,209875
NQ=F,2/3/2017 5:00,5129.5,5162.25,5119.75,5155,4886.25,181444
NQ=F,2/6/2017 5:00,5157.25,5163.5,5140.25,5157.75,4856.5,145402
NQ=F,2/7/2017 5:00,5157,5192,5154.25,5176.75,,164423
NQ=F,2/8/2017 5:00,5175,5197,5163.5,5191.25,4815,166260
NQ=F,2/9/2017 5:00,5189.75,5219.25,5186.25,5212.25,4860.75,157897
NQ=F,2/10/2017 5:00,5211.25,5232.5,5209.75,5226.75,4868.25,147032
NQ=F,2/13/2017 5:00,5229.25,5261.5,5226.75,5259.25,4844.25,144520
NQ=F,2/14/2017 5:00,5259.25,5278,5239.75,5276,4870.25,166904
NQ=F,2/15/2017 5:00,5274.5,5313.5,5265.25,5310,,168262
NQ=F,2/16/2017 5:00,5313,5317,5288.5,5300.5,4865.75,209931
NQ=F,2/17/2017 5:00,5300.25,5328.75,5286.75,5325.75,4857.5,170805
NQ=F,2/21/2017 5:00,5323.5,5353.75,5320.5,5343.75,4873.5,192758
NQ=F,2/22/2017 5:00,5345.5,5355.5,5336.25,5351,4872,156582
NQ=F,2/23/2017 5:00,5352.5,5361.25,5310.75,5332,4859,240394
NQ=F,2/24/2017 5:00,5329.25,5344.5,5299,5343.25,,211944
NQ=F,2/27/2017 5:00,5340,5352.5,5323.25,5347.5,4827,153779
NQ=F,2/28/2017 5:00,5345,5350,5317,5332.25,4813.5,168037
NQ=F,3/1/2017 5:00,5334.5,5400,5332,5386,4796,241769
NQ=F,3/2/2017 5:00,5382.75,5393.75,5356.25,5364.75,4804.25,206020
NQ=F,3/3/2017 5:00,5358.75,5373.5,5344.25,5372,,176727
NQ=F,3/6/2017 5:00,5369,5374.5,5339,5361,4803.25,166727
NQ=F,3/7/2017 5:00,5354.75,5374.25,5341.5,5349.75,4827,180791
NQ=F,3/8/2017 5:00,5350,5377.25,5333.75,5363,4830.25,221615
NQ=F,3/9/2017 5:00,5362.25,5372,5335.5,5366.75,4843.75,249227
NQ=F,3/10/2017 5:00,5370,5395.25,5363,5382,4843.25,159754
NQ=F,3/13/2017 4:00,5381,5396.5,5371.75,5395.5,,85360
NQ=F,3/14/2017 4:00,5394.5,5396.75,5360,5381.5,4902.75,92067
NQ=F,3/15/2017 4:00,5380.5,5427.25,5376,5415.25,4886,63828
NQ=F,3/16/2017 4:00,5412.25,5440,5398.75,5413,4853.75,35580
NQ=F,3/17/2017 4:00,5411.75,5423,5405.75,5417.25,4807,143955
NQ=F,3/20/2017 4:00,5407.25,5428,5396,5418.5,4806,144687
NQ=F,3/21/2017 4:00,5415.75,5441,5330,5338.25,,414738
NQ=F,3/22/2017 4:00,5334.25,5376.25,5315,5365.75,4796.75,335865
NQ=F,3/23/2017 4:00,5365.5,5378.5,5347.25,5354.5,4757.25,269772
NQ=F,3/24/2017 4:00,5357,5395,5347.5,5378.75,4716.75,294980
NQ=F,3/27/2017 4:00,5360,5385.75,5317.25,5379,4674.5,276499
NQ=F,3/28/2017 4:00,5382.5,5424.75,5363.5,5405,4657.75,245032
NQ=F,3/29/2017 4:00,5409,5437.5,5404.75,5436,,173940
NQ=F,3/30/2017 4:00,5436,5451,5426.5,5437.5,4775.75,163121
NQ=F,3/31/2017 4:00,5440.75,5452.75,5421,5438.5,4802.25,166661
NQ=F,4/3/2017 4:00,5436.75,5455,5403.25,5434.5,4820.5,264740
NQ=F,4/4/2017 4:00,5432.75,5448,5406.75,5444,4743.75,195119
NQ=F,4/5/2017 4:00,5447,5481.25,5409,5416.25,,301129
NQ=F,4/6/2017 4:00,5414,5437.25,5390,5422.75,4694.5,287867
NQ=F,4/7/2017 4:00,5426.75,5436,5382.75,5421.25,4766,243807
NQ=F,4/10/2017 4:00,5420.75,5443.75,5405.75,5422.25,4783.25,197534
NQ=F,4/11/2017 4:00,5426.75,5429.25,5358,5401.75,4828.5,332142
NQ=F,4/12/2017 4:00,5402.75,5412.75,5369,5372.75,4808.5,251108
NQ=F,4/13/2017 4:00,5369,5399.5,5347.5,5359,,278784
NQ=F,4/17/2017 4:00,5352.75,5399.5,5347.75,5395.25,4854,148626
NQ=F,4/18/2017 4:00,5397.5,5405.25,5375.5,5389.25,4874.75,246219
NQ=F,4/19/2017 4:00,5389.75,5430.75,5388.75,5397.75,4849.5,213579
NQ=F,4/20/2017 4:00,5398,5454.75,5394.5,5442.75,4868.5,231392
NQ=F,4/21/2017 4:00,5445,5454.75,5427.5,5442,,193756
NQ=F,4/24/2017 4:00,5471,5512.75,5471,5504,4861,212519
NQ=F,4/25/2017 4:00,5502,5557.25,5499,5548.25,4875,172850
NQ=F,4/26/2017 4:00,5546.75,5562.5,5535,5536.25,4816,221754
NQ=F,4/27/2017 4:00,5535.25,5599,5534.25,5591,4736.5,194734
NQ=F,4/28/2017 4:00,5584.5,5597.75,5571.75,5580.5,4738.5,185941
NQ=F,5/1/2017 4:00,5581,5637.25,5573.5,5630.75,,166028
NQ=F,5/2/2017 4:00,5629,5641.75,5622.5,5639.75,4780.5,169050
NQ=F,5/3/2017 4:00,5621,5631,5606,5613.25,4786.75,206431
NQ=F,5/4/2017 4:00,5609,5634,5603.75,5625.75,4841.75,223464
NQ=F,5/5/2017 4:00,5627,5649.5,5612.5,5648.25,4863,166263
NQ=F,5/8/2017 4:00,5658.25,5660.5,5634.5,5655.5,4893.75,164353
NQ=F,5/9/2017 4:00,5654.25,5687.75,5650.75,5676.25,,194000
NQ=F,5/10/2017 4:00,5678.5,5679.75,5658.25,5675.5,4867.75,174081
NQ=F,5/11/2017 4:00,5674.75,5676.25,5636.25,5670.75,4937.75,238806
NQ=F,5/12/2017 4:00,5670,5689.75,5656.5,5689,4931.75,186832
NQ=F,5/15/2017 4:00,5689.5,5706.5,5682.5,5701.25,4934.5,180918
NQ=F,5/16/2017 4:00,5705,5727.25,5696.25,5724.25,4943.5,183423
NQ=F,5/17/2017 4:00,5723.5,5724,5574.75,5578.75,,506880
NQ=F,5/18/2017 4:00,5575.5,5648.5,5550.5,5630.5,4938.75,522258
NQ=F,5/19/2017 4:00,5631.5,5676.5,5622,5653.25,4956,292202
NQ=F,5/22/2017 4:00,5652.75,5704.25,5648.75,5702,4949.5,198203
NQ=F,5/23/2017 4:00,5701.5,5718.5,5688.5,5711.5,4936.5,219010
NQ=F,5/24/2017 4:00,5709.5,5734.5,5705.25,5731.25,4942.25,191514
NQ=F,5/25/2017 4:00,5731.5,5795.5,5731.25,5782,,239940
NQ=F,5/26/2017 4:00,5781.25,5796.5,5772.75,5792.25,4961.25,163404
NQ=F,5/30/2017 4:00,5793,5803.5,5778.25,5792,4923.75,197717
NQ=F,5/31/2017 4:00,5792.5,5819.25,5763.75,5793.25,4918.5,332645
NQ=F,6/1/2017 4:00,5804.75,5824,5780.5,5822,4864,266069
NQ=F,6/2/2017 4:00,5823.75,5886.75,5822,5886,,298205
NQ=F,6/5/2017 4:00,5878.25,5891.25,5872.75,5880.75,4906.25,177414
NQ=F,6/6/2017 4:00,5880.25,5893.25,5848.5,5863.25,4933.5,257087
NQ=F,6/7/2017 4:00,5862.25,5884.75,5845.75,5879.75,4962,274935
NQ=F,6/8/2017 4:00,5877.75,5897.75,5853.5,5885,5004,266471
NQ=F,6/9/2017 4:00,5872.5,5898.75,5660.25,5740.5,,425289
NQ=F,6/12/2017 4:00,5740.5,5746.5,5634.5,5711,5022,260181
NQ=F,6/13/2017 4:00,5713.25,5760.25,5706.75,5751.25,5031.25,144808
NQ=F,6/14/2017 4:00,5752.25,5780,5680,5725.25,5046.5,120807
NQ=F,6/15/2017 4:00,5722.75,5724.5,5633.75,5702.5,5034.75,64524
NQ=F,6/16/2017 4:00,5701.5,5720,5685,5702,5061.25,356290
NQ=F,6/19/2017 4:00,5694.25,5782.5,5683.25,5766,,271968
NQ=F,6/20/2017 4:00,5766.75,5784,5729,5732.75,5040.25,301241
NQ=F,6/21/2017 4:00,5728.25,5796.5,5699,5796,5054.5,319202
NQ=F,6/22/2017 4:00,5793.25,5814.5,5770.75,5785.75,5053.5,233021
NQ=F,6/23/2017 4:00,5785.5,5815.5,5763,5812.25,5058.25,213552
NQ=F,6/26/2017 4:00,5803,5852,5768,5778.25,,311741
NQ=F,6/27/2017 4:00,5780.75,5784,5669,5676.5,5063.5,418001
NQ=F,6/28/2017 4:00,5673.75,5768.75,5632,5763.5,5096.25,396603
NQ=F,6/29/2017 4:00,5766.25,5776,5601,5653,5146.5,604720
NQ=F,6/30/2017 4:00,5648.25,5686.5,5623.5,5652.75,5147.75,336513
NQ=F,7/5/2017 4:00,5591.25,5667.75,5560.25,5651.5,5162.5,392297
NQ=F,7/6/2017 4:00,5650.5,5652.75,5580,5596.75,,370735
NQ=F,7/7/2017 4:00,5598.5,5676.5,5591.5,5655.75,5124.5,266767
NQ=F,7/10/2017 4:00,5663,5711.5,5650,5694,5112.75,241360
NQ=F,7/11/2017 4:00,5692,5722.5,5667.5,5720,5148.5,283454
NQ=F,7/12/2017 4:00,5719.5,5790,5712.75,5785.75,5131,262329
NQ=F,7/13/2017 4:00,5786.75,5812,5777.25,5797.5,5155,240958
NQ=F,7/14/2017 4:00,5799.5,5847.75,5787.75,5843.25,,230871
NQ=F,7/17/2017 4:00,5843.5,5863.75,5831.25,5855,5157.75,217890
NQ=F,7/18/2017 4:00,5858.25,5898.5,5820.25,5882.75,5176.75,246038
NQ=F,7/19/2017 4:00,5895.5,5925,5889,5918.25,5191.25,233290
NQ=F,7/20/2017 4:00,5919.5,5938.5,5897,5925.25,5212.25,265354
NQ=F,7/21/2017 4:00,5930.75,5931.25,5890.5,5918.75,5226.75,254484
NQ=F,7/24/2017 4:00,5919.25,5954.75,5905,5934,,195018
NQ=F,7/25/2017 4:00,5925.25,5946.25,5915.75,5933.75,5259.25,237095
NQ=F,7/26/2017 4:00,5933.75,5958,5927,5948,5276,190190
NQ=F,7/27/2017 4:00,5961,5995.75,5844.75,5909.5,5310,539445
NQ=F,7/28/2017 4:00,5909,5918.25,5850,5910.25,5300.5,338476
NQ=F,7/31/2017 4:00,5910,5933.5,5870.25,5882.5,5325.75,280483
NQ=F,8/1/2017 4:00,5884.5,5931.25,5875.5,5889.25,,229005
NQ=F,8/2/2017 4:00,5933,5947.5,5856.25,5910.75,5343.75,389618
NQ=F,8/3/2017 4:00,5911.25,5924.5,5877.25,5890,5351,289423
NQ=F,8/4/2017 4:00,5889,5912,5874.25,5898,5332,256730
NQ=F,8/7/2017 4:00,5900,5937.75,5898,5934,5343.25,165201
NQ=F,8/8/2017 4:00,5935,5972.75,5907.5,5918,,305079
NQ=F,8/9/2017 4:00,5913.25,5924.5,5861.75,5922.5,5347.5,377648
NQ=F,8/10/2017 4:00,5922.5,5923,5767.25,5789.75,5332.25,548167
NQ=F,8/11/2017 4:00,5769,5845.75,5761,5838.25,5386,394754
NQ=F,8/14/2017 4:00,5837.25,5916.75,5837.25,5910,5364.75,261541
NQ=F,8/15/2017 4:00,5913.5,5945,5895.5,5912,5372,249827
NQ=F,8/16/2017 4:00,5915.25,5949.5,5902,5923.5,,293910
NQ=F,8/17/2017 4:00,5920,5923.75,5786.5,5800.25,5361,511900
NQ=F,8/18/2017 4:00,5792.25,5835,5772.5,5801.25,5349.75,443313
NQ=F,8/21/2017 4:00,5805,5816.75,5752.25,5794,5363,360383
NQ=F,8/22/2017 4:00,5795.25,5882.25,5794.25,5878.5,5366.75,307895
NQ=F,8/23/2017 4:00,5878.25,5884,5841.5,5848,5382,301682
NQ=F,8/24/2017 4:00,5845.75,5874.25,5803.25,5840.5,,372774
NQ=F,8/25/2017 4:00,5845.25,5874,5816.5,5825,5395.5,300167
NQ=F,8/28/2017 4:00,5819.75,5856,5801.25,5844.75,5381.5,216424
NQ=F,8/29/2017 4:00,5820,5875.5,5777.25,5869.75,5415.25,334338
NQ=F,8/30/2017 4:00,5869.75,5944,5862.5,5935,5413,273971
NQ=F,8/31/2017 4:00,5936.25,5998,5932.5,5990.75,5417.25,273833
NQ=F,9/1/2017 4:00,5994,6019.75,5973.25,5988.25,,229855
NQ=F,9/5/2017 4:00,5956.5,5984.75,5889.5,5939.25,5418.5,485650
NQ=F,9/6/2017 4:00,5943.5,5965.75,5909.25,5955,5338.25,335781
NQ=F,9/7/2017 4:00,5952,5981.5,5932.25,5970,5365.75,301526
